BatchFile test, number of cities :=52
AMTS Algorithm  - AntType = Sqrt - AntDir = Bidirectional - format:
avgGen avgdist DP AP IP NA AF MA Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
90.957 7737.221 0.1 0.5 0.1 25 0 6 7543 10 7547 8 7548 24 796.327837729011
90.461 7741.322 0.1 0.5 0.1 25 0.05 6 7542 4 7543 7 7547 7 795.618734717585
92.977 7732.439 0.1 0.5 0.1 25 0.1 6 7542 1 7543 4 7547 8 792.890241090231
92.7 7736.612 0.1 0.5 0.1 25 0.15 6 7542 1 7543 8 7547 8 790.791170042949
93.215 7730.18 0.1 0.5 0.1 25 0.2 6 7543 8 7547 4 7548 29 789.344214178281
93.867 7732.36 0.1 0.5 0.1 25 0.25 6 7542 3 7543 10 7547 7 789.039563175941
94.307 7728.076 0.1 0.5 0.1 25 0.3 6 7542 4 7543 9 7547 10 786.225490152013
96.043 7730.083 0.1 0.5 0.1 25 0.35 6 7542 3 7543 4 7547 9 783.881934012294
95.897 7729.756 0.1 0.5 0.1 25 0.4 6 7542 3 7543 7 7547 6 784.670005852087
96.528 7731.866 0.1 0.5 0.1 25 0.45 6 7542 1 7543 8 7547 7 781.202071300027
98.148 7726.251 0.1 0.5 0.1 25 0.5 6 7542 1 7543 12 7547 9 778.205478575765
99.308 7729.791 0.1 0.5 0.1 25 0.55 6 7542 2 7543 10 7547 2 777.197921273842
99.924 7725.469 0.1 0.5 0.1 25 0.6 6 7542 1 7543 5 7547 5 772.817628157689
101.113 7726.58 0.1 0.5 0.1 25 0.65 6 7542 2 7543 9 7547 5 770.131091015231
103.133 7717.405 0.1 0.5 0.1 25 0.7 6 7542 2 7543 11 7547 6 765.921291099389
105.179 7724.492 0.1 0.5 0.1 25 0.75 6 7542 1 7543 11 7547 2 764.175162885938
109.32 7717.138 0.1 0.5 0.1 25 0.8 6 7542 1 7543 13 7547 5 758.9474533599
110.532 7722.746 0.1 0.5 0.1 25 0.85 6 7542 2 7543 12 7547 1 754.835975853966
112.096 7722.671 0.1 0.5 0.1 25 0.9 6 7543 9 7547 5 7548 35 749.131135055747
117.258 7726.328 0.1 0.5 0.1 25 0.95 6 7542 2 7543 8 7548 26 742.70800056311
