BatchFile test, number of cities :=52
AS Algorithm  - AntType = Boolean - AntDir = Bidirectional - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
76.362 7757.909 0.1 0.5 0.1 25 0 7542 2 7547 25 7548 34 841.675214873566
77.454 7752.274 0.1 0.5 0.1 25 0.05 7542 1 7543 1 7547 20 842.402497707182
78.236 7751.103 0.1 0.5 0.1 25 0.1 7543 3 7547 20 7548 27 837.546419233471
78.469 7747.131 0.1 0.5 0.1 25 0.15 7542 1 7543 2 7547 23 834.96636625756
79.603 7743.989 0.1 0.5 0.1 25 0.2 7542 2 7543 3 7547 20 835.738721994118
80.286 7742.913 0.1 0.5 0.1 25 0.25 7542 6 7543 1 7547 27 833.100979286378
81.088 7745.598 0.1 0.5 0.1 25 0.3 7542 1 7543 2 7547 23 826.365571886508
82.005 7744.693 0.1 0.5 0.1 25 0.35 7543 5 7547 27 7548 28 827.790217243708
82.443 7745.23 0.1 0.5 0.1 25 0.4 7542 2 7543 2 7547 19 818.120029005705
83.978 7745.64 0.1 0.5 0.1 25 0.45 7543 5 7547 27 7548 40 817.389013931789
86.247 7741.65 0.1 0.5 0.1 25 0.5 7542 1 7543 3 7547 21 813.158249794272
87.218 7735.419 0.1 0.5 0.1 25 0.55 7542 2 7543 2 7547 22 810.197767424555
88.923 7736.726 0.1 0.5 0.1 25 0.6 7542 1 7547 18 7548 42 803.616259321007
92.795 7728.182 0.1 0.5 0.1 25 0.65 7543 2 7547 24 7548 45 798.296292430058
96.049 7723.423 0.1 0.5 0.1 25 0.7 7542 4 7543 1 7547 34 790.034961838389
102.024 7724.428 0.1 0.5 0.1 25 0.75 7542 1 7543 3 7547 19 783.528876529029
107.698 7718.882 0.1 0.5 0.1 25 0.8 7542 3 7543 1 7547 18 770.641804604337
117.11 7726.562 0.1 0.5 0.1 25 0.85 7542 2 7543 4 7547 10 756.500350631435
134.281 7750.958 0.1 0.5 0.1 25 0.9 7542 4 7543 2 7547 4 738.383092057577
151.513 7926.904 0.1 0.5 0.1 25 0.95 7542 2 7547 1 7548 1 726.887608060256
