BatchFile test, number of cities :=52
AMTS Algorithm  - AntType = Linear - AntDir = Bidirectional - format:
avgGen avgdist DP AP IP NA AF MA Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
90.957 7737.221 0.1 0.5 0.1 25 0 6 7543 10 7547 8 7548 24 796.327837729011
91.282 7738.601 0.1 0.5 0.1 25 0.05 6 7542 1 7543 6 7547 10 794.844276814578
92.203 7735.518 0.1 0.5 0.1 25 0.1 6 7543 5 7547 10 7548 41 795.029244570042
91.594 7736.501 0.1 0.5 0.1 25 0.15 6 7542 1 7543 10 7547 4 792.515199038692
91.729 7735.733 0.1 0.5 0.1 25 0.2 6 7542 1 7543 5 7547 9 792.523154890368
92.825 7732.373 0.1 0.5 0.1 25 0.25 6 7542 2 7543 4 7547 6 790.93089655712
93.518 7732.312 0.1 0.5 0.1 25 0.3 6 7542 2 7543 6 7547 16 789.523647179444
94.119 7732.918 0.1 0.5 0.1 25 0.35 6 7542 2 7543 10 7547 7 788.10700901319
93.949 7735.443 0.1 0.5 0.1 25 0.4 6 7542 4 7543 2 7547 4 787.46928924678
94.139 7734.038 0.1 0.5 0.1 25 0.45 6 7542 1 7543 10 7547 4 784.311076092934
95.915 7728.462 0.1 0.5 0.1 25 0.5 6 7542 2 7543 6 7547 4 784.205299882783
96.606 7729.122 0.1 0.5 0.1 25 0.55 6 7543 8 7547 5 7548 34 783.057530773386
97.187 7727.472 0.1 0.5 0.1 25 0.6 6 7542 2 7543 16 7547 3 780.149428767056
97.305 7730.069 0.1 0.5 0.1 25 0.65 6 7543 3 7547 7 7548 45 778.25790150761
99.296 7723.284 0.1 0.5 0.1 25 0.7 6 7542 2 7543 12 7547 9 776.678857505113
99.906 7731.47 0.1 0.5 0.1 25 0.75 6 7542 2 7543 10 7547 2 773.70457168178
100.325 7727.776 0.1 0.5 0.1 25 0.8 6 7542 1 7543 10 7547 6 770.551179062055
102.342 7727.687 0.1 0.5 0.1 25 0.85 6 7543 6 7547 3 7548 35 767.926174577003
105.591 7721.073 0.1 0.5 0.1 25 0.9 6 7542 1 7543 8 7547 4 764.495985143386
106.824 7720.941 0.1 0.5 0.1 25 0.95 6 7543 11 7547 4 7548 36 760.524461700809
