BatchFile test, number of cities :=52
AS Algorithm  - AntType = Tanh - AntDir = Unidirectional - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
76.362 7757.909 0.1 0.5 0.1 25 0 7542 2 7547 25 7548 34 841.675214873566
77.032 7752.419 0.1 0.5 0.1 25 0.05 7542 4 7543 3 7547 21 842.004571779237
77.817 7749.436 0.1 0.5 0.1 25 0.1 7542 1 7543 3 7547 28 841.652111430705
78.227 7753.623 0.1 0.5 0.1 25 0.15 7542 3 7543 1 7547 21 835.928039891636
79.251 7745.951 0.1 0.5 0.1 25 0.2 7542 2 7543 3 7547 31 835.379746186603
80.255 7745.348 0.1 0.5 0.1 25 0.25 7543 1 7547 22 7548 38 834.122159175819
80.272 7749.649 0.1 0.5 0.1 25 0.3 7542 1 7543 3 7547 17 830.514682920657
81.493 7740.299 0.1 0.5 0.1 25 0.35 7543 1 7547 22 7548 45 829.416992194917
80.951 7741.421 0.1 0.5 0.1 25 0.4 7542 1 7543 5 7547 29 827.062166213654
83.715 7740.723 0.1 0.5 0.1 25 0.45 7543 5 7547 21 7548 45 826.706146616295
84.562 7734.773 0.1 0.5 0.1 25 0.5 7542 3 7543 2 7547 27 823.912824847788
85.269 7736.257 0.1 0.5 0.1 25 0.55 7542 1 7543 2 7547 21 817.747083812482
86.936 7728.091 0.1 0.5 0.1 25 0.6 7543 3 7547 26 7548 46 811.324264185226
88.618 7732.679 0.1 0.5 0.1 25 0.65 7542 1 7543 4 7547 33 809.541971592598
90.471 7733.157 0.1 0.5 0.1 25 0.7 7543 3 7547 15 7548 42 806.337438792878
93.932 7727.67 0.1 0.5 0.1 25 0.75 7542 1 7543 2 7547 28 800.317911977526
98.096 7726.102 0.1 0.5 0.1 25 0.8 7542 2 7543 2 7547 27 794.394736447706
101.837 7723.144 0.1 0.5 0.1 25 0.85 7542 4 7543 4 7547 31 782.838095074718
107.886 7730.011 0.1 0.5 0.1 25 0.9 7542 2 7543 6 7547 17 768.082185267631
125.289 7745.657 0.1 0.5 0.1 25 0.95 7542 2 7543 3 7547 20 745.731704326228
