BatchFile test, number of cities :=52
ACS Algorithm  - AntType = Linear - AntDir = Bidirectional - format:
avgGen avgdist DP AP IP NA AF GP Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
55.67 7759.188 0.1 0.1 2.2E-5 25 0 0.9 7542 18 7543 2 7547 51 1222.74140581204
56.536 7757.088 0.1 0.1 2.2E-5 25 0.05 0.9 7542 35 7543 2 7547 38 1213.29471716412
55.394 7756.383 0.1 0.1 2.2E-5 25 0.1 0.9 7542 23 7543 1 7547 46 1220.78500850873
54.755 7753.917 0.1 0.1 2.2E-5 25 0.15 0.9 7542 29 7543 2 7547 38 1209.43815586255
57.36 7750.344 0.1 0.1 2.2E-5 25 0.2 0.9 7542 28 7543 3 7547 35 1203.16573864018
56.84 7759.448 0.1 0.1 2.2E-5 25 0.25 0.9 7542 22 7543 3 7547 42 1197.84661998977
56.76 7753.337 0.1 0.1 2.2E-5 25 0.3 0.9 7542 26 7543 5 7547 32 1188.20105751852
57.852 7748.466 0.1 0.1 2.2E-5 25 0.35 0.9 7542 20 7543 1 7547 44 1182.4770808489
58.003 7745.812 0.1 0.1 2.2E-5 25 0.4 0.9 7542 15 7543 1 7547 41 1170.65080600318
59.516 7745.372 0.1 0.1 2.2E-5 25 0.45 0.9 7542 20 7543 2 7547 36 1162.65136259064
61.621 7738.238 0.1 0.1 2.2E-5 25 0.5 0.9 7542 22 7543 2 7547 43 1151.74267107054
61.926 7750.646 0.1 0.1 2.2E-5 25 0.55 0.9 7542 37 7543 6 7547 40 1144.89562513345
65.072 7742.008 0.1 0.1 2.2E-5 25 0.6 0.9 7542 33 7543 6 7547 32 1140.47380244594
65.948 7735.04 0.1 0.1 2.2E-5 25 0.65 0.9 7542 38 7543 6 7547 46 1127.97584542705
65.991 7743.9 0.1 0.1 2.2E-5 25 0.7 0.9 7542 33 7543 2 7547 59 1120.69169546645
66.833 7740.401 0.1 0.1 2.2E-5 25 0.75 0.9 7542 35 7543 6 7547 51 1111.55190305647
67.169 7747.893 0.1 0.1 2.2E-5 25 0.8 0.9 7542 33 7543 4 7547 70 1103.47310757043
68.605 7748.502 0.1 0.1 2.2E-5 25 0.85 0.9 7542 20 7543 3 7547 78 1096.76546357246
68.26 7767.875 0.1 0.1 2.2E-5 25 0.9 0.9 7542 23 7543 3 7547 49 1092.48087395302
66.189 7796.352 0.1 0.1 2.2E-5 25 0.95 0.9 7542 9 7543 3 7547 34 1085.81486521888
