BatchFile test, number of cities :=52
MM Algorithm  - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
AntType = Square
AntDir = Bidirectional
699.31 9152.31 0.02 1 0.01 25 0 8728 1 8740 1 8744 1 795.032935700479
635.23 9196.57 0.02 1 0.01 25 0.05 8784 1 8800 1 8842 1 794.934318650715
743.77 9185.45 0.02 1 0.01 25 0.1 8709 1 8710 1 8761 1 794.097357904284
606.54 9220.69 0.02 1 0.01 25 0.15 8714 1 8815 1 8877 1 794.299786465147
653.89 9252.07 0.02 1 0.01 25 0.2 8873 1 8878 1 8881 1 793.470289277927
643.98 9230.84 0.02 1 0.01 25 0.25 8743 1 8803 1 8815 1 793.81280522862
616.13 9230.23 0.02 1 0.01 25 0.3 8692 1 8720 1 8878 1 793.50461939968
673.66 9268.86 0.02 1 0.01 25 0.35 8768 1 8878 1 8901 1 793.017048021449
616.8 9263.1 0.02 1 0.01 25 0.4 8711 1 8823 1 8849 1 792.877074550114
665.19 9256.27 0.02 1 0.01 25 0.45 8634 1 8642 1 8788 1 792.219987132699
707.73 9241.36 0.02 1 0.01 25 0.5 8410 1 8610 1 8749 1 792.23683042752
692.02 9269.85 0.02 1 0.01 25 0.55 8715 1 8820 1 8830 1 791.932263709841
702.21 9284.84 0.02 1 0.01 25 0.6 8882 1 8927 1 8943 1 790.796264502153
673.29 9282.83 0.02 1 0.01 25 0.65 8732 1 8918 1 8925 1 791.302962082173
650.25 9315.78 0.02 1 0.01 25 0.7 8454 1 8651 1 8823 1 791.306433017067
610.06 9298.75 0.02 1 0.01 25 0.75 8860 1 8875 1 8969 1 790.91863089184
611.98 9345.56 0.02 1 0.01 25 0.8 8918 1 8937 1 8988 1 791.159177378662
645.84 9324.35 0.02 1 0.01 25 0.85 8623 1 8919 1 8955 1 790.168667857366
627.71 9347.97 0.02 1 0.01 25 0.9 8897 1 8927 1 8960 1 789.861232374534
688 9337.72 0.02 1 0.01 25 0.95 8767 1 8804 1 8811 1 788.915590191559

AntDir = Unidirectional
653.64 9186.13 0.02 1 0.01 25 0 8599 1 8624 1 8673 1 794.989861486781
626.07 9216.04 0.02 1 0.01 25 0.05 8592 1 8802 1 8824 1 794.761752744009
650.07 9205.16 0.02 1 0.01 25 0.1 8788 1 8815 1 8824 1 795.007120460257
698.66 9244.08 0.02 1 0.01 25 0.15 8490 1 8685 1 8764 1 794.05834573964
612.02 9238.44 0.02 1 0.01 25 0.2 8613 1 8775 1 8845 1 795.360176092095
725.45 9218.82 0.02 1 0.01 25 0.25 8647 1 8653 1 8731 1 794.252966482647
666.28 9269.84 0.02 1 0.01 25 0.3 8311 1 8687 1 8898 1 794.412277016646
684.63 9278.19 0.02 1 0.01 25 0.35 8438 1 8842 1 8900 1 793.828267671224
691.02 9244.82 0.02 1 0.01 25 0.4 8831 2 8858 1 8866 1 793.146767489935
652.34 9298.66 0.02 1 0.01 25 0.45 8841 1 8854 1 8874 1 793.697159106874
674.11 9299.8 0.02 1 0.01 25 0.5 8517 1 8729 1 8779 1 793.702169975931
655.4 9307.11 0.02 1 0.01 25 0.55 8611 2 8805 1 8839 1 792.944577285159
625.8 9367.36 0.02 1 0.01 25 0.6 8724 1 8853 1 8892 1 793.58392435149
644.79 9345.18 0.02 1 0.01 25 0.65 8828 1 8963 1 8988 1 792.960944974557
697.05 9345.67 0.02 1 0.01 25 0.7 8956 1 8986 1 8989 1 792.711985358352
649.83 9387.97 0.02 1 0.01 25 0.75 8680 1 8752 1 8817 1 792.515916196737
644.3 9401.99 0.02 1 0.01 25 0.8 8731 1 8825 1 8853 1 792.41241439524
655.71 9427.24 0.02 1 0.01 25 0.85 8807 1 8896 1 8984 1 792.193092878972
684.83 9467.89 0.02 1 0.01 25 0.9 8849 1 9089 1 9107 1 791.743556037664
668.99 9486.11 0.02 1 0.01 25 0.95 9008 1 9009 1 9019 1 791.521943057466


