BatchFile test, number of cities :=52
MM Algorithm  - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
AntType = Sqrt
AntDir = Bidirectional
699.31 9152.31 0.02 1 0.01 25 0 8728 1 8740 1 8744 1 795.032935700479
590.69 9222.66 0.02 1 0.01 25 0.05 8608 1 8614 1 8733 1 795.137588440663
640.76 9196.85 0.02 1 0.01 25 0.1 8498 1 8759 1 8772 1 793.564307023364
669.55 9245.09 0.02 1 0.01 25 0.15 8643 1 8677 1 8901 1 792.741342737337
663.62 9244.59 0.02 1 0.01 25 0.2 8659 1 8788 1 8832 1 791.98895219826
726.9 9269.63 0.02 1 0.01 25 0.25 8736 1 8790 1 8830 1 791.251495145181
679.96 9296.1 0.02 1 0.01 25 0.3 8545 1 8780 1 8851 1 790.987415995858
665.74 9298.62 0.02 1 0.01 25 0.35 8821 1 8829 1 8898 1 790.174714482807
681.9 9325.37 0.02 1 0.01 25 0.4 8570 1 8701 1 8876 1 789.568434060356
656.84 9359.77 0.02 1 0.01 25 0.45 8784 1 8936 1 8938 1 788.452701444481
677.58 9384.9 0.02 1 0.01 25 0.5 8816 1 8870 1 8928 1 787.427156219706
692.81 9397.66 0.02 1 0.01 25 0.55 8906 1 8917 1 8921 1 787.086923357103
720.41 9414.48 0.02 1 0.01 25 0.6 8719 1 8741 1 8931 1 786.222808142632
657.63 9473.52 0.02 1 0.01 25 0.65 8945 1 8989 1 9048 1 785.734687630601
691.75 9513.39 0.02 1 0.01 25 0.7 8948 1 8956 1 8993 1 784.196557654624
731.48 9583.28 0.02 1 0.01 25 0.75 8883 1 9086 1 9119 1 783.118232482681
643.35 9625.46 0.02 1 0.01 25 0.8 9078 1 9104 1 9202 1 782.407427477158
689.14 9652.36 0.02 1 0.01 25 0.85 8969 1 9065 1 9172 1 781.079497870511
717.67 9751.97 0.02 1 0.01 25 0.9 8947 1 9147 1 9328 1 779.846707094777
706.58 9784.37 0.02 1 0.01 25 0.95 9286 1 9321 1 9347 1 778.565563558479

AntDir = Unidirectional
673.76 9218.37 0.02 1 0.01 25 0 8728 1 8874 1 8894 1 794.999773734307
703.16 9174.96 0.02 1 0.01 25 0.05 8489 1 8803 1 8814 1 794.252777077392
645.02 9185.73 0.02 1 0.01 25 0.1 8434 1 8449 1 8793 1 794.560031949974
658.75 9252.06 0.02 1 0.01 25 0.15 8720 1 8791 1 8832 1 794.595027210333
720.02 9314.53 0.02 1 0.01 25 0.2 8871 1 8880 1 8933 1 793.098435590397
685.52 9327.76 0.02 1 0.01 25 0.25 8857 1 8930 1 8981 1 792.918614616171
638.62 9317.23 0.02 1 0.01 25 0.3 8575 1 8801 1 8886 1 793.23457817196
769.04 9337.53 0.02 1 0.01 25 0.35 8825 1 8917 1 8937 1 791.75122931515
680.43 9373.08 0.02 1 0.01 25 0.4 8107 1 8933 1 8964 1 791.877709374686
652.35 9425.64 0.02 1 0.01 25 0.45 8949 1 8981 1 9020 1 791.181882263834
638.15 9459.45 0.02 1 0.01 25 0.5 8777 1 8959 1 9016 1 791.078452673412
663.67 9510.35 0.02 1 0.01 25 0.55 8830 1 8914 1 9004 1 790.149302538043
706.02 9535.03 0.02 1 0.01 25 0.6 8759 1 9030 1 9053 1 789.041979003503
646 9615 0.02 1 0.01 25 0.65 8923 1 9092 1 9185 1 788.7402296689
693.68 9642.93 0.02 1 0.01 25 0.7 8874 1 9155 1 9238 1 787.742941727343
672.12 9723.2 0.02 1 0.01 25 0.75 9046 1 9154 1 9210 1 786.374387910483
668.94 9780.82 0.02 1 0.01 25 0.8 9161 1 9274 1 9275 1 785.206200966325
668.11 9881.94 0.02 1 0.01 25 0.85 9203 1 9222 1 9435 1 784.464058634925
657.38 9939.44 0.02 1 0.01 25 0.9 9237 1 9421 1 9444 1 782.93186390675
702.91 10074.29 0.02 1 0.01 25 0.95 9414 1 9632 1 9692 1 780.715493072033


