BatchFile test, number of cities :=52
AMTS Algorithm - format:
avgGen avgdist DP AP IP NA AF MA Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
AntType = 1 on X
AntDir = Unidirectional
90.957 7737.221 0.1 0.5 0.1 25 0 6 7543 10 7547 8 7548 24 796.327837729011
96.384 7732.337 0.1 0.5 0.1 25 0.05 6 7542 1 7543 7 7547 10 781.381217274534
100.486 7730.766 0.1 0.5 0.1 25 0.1 6 7543 10 7547 3 7548 27 775.650513507502
103.112 7723.353 0.1 0.5 0.1 25 0.15 6 7542 2 7543 7 7547 5 767.344691675946
106.173 7726.968 0.1 0.5 0.1 25 0.2 6 7542 5 7543 9 7547 7 759.92719776906
109.529 7729.021 0.1 0.5 0.1 25 0.25 6 7542 1 7543 8 7547 11 754.297783887111
111.07 7730.295 0.1 0.5 0.1 25 0.3 6 7543 5 7547 2 7548 29 751.442422479022
113.502 7728.641 0.1 0.5 0.1 25 0.35 6 7542 4 7543 6 7547 3 747.322175797606
117.867 7720.593 0.1 0.5 0.1 25 0.4 6 7542 3 7543 7 7547 13 745.100860050279
118.19 7725.943 0.1 0.5 0.1 25 0.45 6 7542 2 7543 7 7547 8 741.641776580967
118.864 7728.578 0.1 0.5 0.1 25 0.5 6 7542 4 7543 7 7547 11 739.237204815183
122.099 7731.049 0.1 0.5 0.1 25 0.55 6 7542 4 7543 9 7547 5 736.848986777519
123.065 7731.921 0.1 0.5 0.1 25 0.6 6 7542 2 7543 8 7547 5 734.453273240824
125.441 7739.026 0.1 0.5 0.1 25 0.65 6 7542 3 7543 5 7547 4 732.916846071253
127.065 7739.676 0.1 0.5 0.1 25 0.7 6 7542 4 7543 6 7547 10 731.070480072686
128.358 7745.942 0.1 0.5 0.1 25 0.75 6 7542 3 7543 3 7547 7 729.165103568935
131.635 7735.698 0.1 0.5 0.1 25 0.8 6 7542 1 7543 10 7547 8 728.403070794626
132.506 7742.398 0.1 0.5 0.1 25 0.85 6 7542 1 7543 5 7547 4 726.744728430564
134.602 7747.942 0.1 0.5 0.1 25 0.9 6 7542 2 7543 6 7547 7 725.54052538763
135.664 7746.408 0.1 0.5 0.1 25 0.95 6 7542 2 7543 1 7547 8 724.549447407193


