BatchFile test, number of cities :=52
ACS Algorithm  - AntType = Sqrt - AntDir = Bidirectional - format:
avgGen avgdist DP AP IP NA AF GP Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
55.67 7759.188 0.1 0.1 2.2E-5 25 0 0.9 7542 18 7543 2 7547 51 1222.74140581204
53.567 7759.141 0.1 0.1 2.2E-5 25 0.05 0.9 7542 19 7543 1 7547 47 1217.75109407759
58.135 7750.881 0.1 0.1 2.2E-5 25 0.1 0.9 7542 21 7543 3 7547 40 1209.86845190022
57.656 7756.787 0.1 0.1 2.2E-5 25 0.15 0.9 7542 21 7543 4 7547 42 1206.43645924285
55.043 7755.652 0.1 0.1 2.2E-5 25 0.2 0.9 7542 21 7543 5 7547 36 1198.41489308398
57.7 7754.727 0.1 0.1 2.2E-5 25 0.25 0.9 7542 22 7543 1 7547 31 1192.96058677374
59.751 7747.624 0.1 0.1 2.2E-5 25 0.3 0.9 7542 19 7543 3 7547 33 1181.12991344301
59.566 7743.421 0.1 0.1 2.2E-5 25 0.35 0.9 7542 19 7547 46 7548 1 1165.7877842216
59.217 7746.469 0.1 0.1 2.2E-5 25 0.4 0.9 7542 15 7543 2 7547 41 1154.42510602239
62.814 7744.616 0.1 0.1 2.2E-5 25 0.45 0.9 7542 15 7547 54 7548 3 1147.28639881218
65.387 7737.967 0.1 0.1 2.2E-5 25 0.5 0.9 7542 31 7543 3 7547 45 1140.03575155765
65.578 7737.132 0.1 0.1 2.2E-5 25 0.55 0.9 7542 30 7543 3 7547 57 1133.87942049704
66.799 7741.487 0.1 0.1 2.2E-5 25 0.6 0.9 7542 38 7543 3 7547 60 1129.82974636047
67.577 7747.853 0.1 0.1 2.2E-5 25 0.65 0.9 7542 28 7543 3 7547 52 1124.76574549672
72.497 7743.967 0.1 0.1 2.2E-5 25 0.7 0.9 7542 28 7543 1 7547 68 1114.55494734053
72.003 7763.709 0.1 0.1 2.2E-5 25 0.75 0.9 7542 12 7543 4 7547 49 1106.72331370771
68.677 7793.342 0.1 0.1 2.2E-5 25 0.8 0.9 7542 10 7543 1 7547 25 1098.85926338433
70.659 7820.466 0.1 0.1 2.2E-5 25 0.85 0.9 7542 4 7547 17 7548 4 1090.84351846741
65.609 7869.87 0.1 0.1 2.2E-5 25 0.9 0.9 7542 2 7547 6 7548 3 1083.04720879176
63.877 7915.785 0.1 0.1 2.2E-5 25 0.95 0.9 7547 1 7548 2 7576 1 1076.12131242903
