BatchFile test, number of cities :=52
ACS Algorithm  - AntType = Square - AntDir = Unidirectional - format:
avgGen avgdist DP AP IP NA AF GP Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
55.67 7759.188 0.1 0.1 2.2E-5 25 0 0.9 7542 18 7543 2 7547 51 1222.74140581204
55.304 7762.306 0.1 0.1 2.2E-5 25 0.05 0.9 7542 27 7543 2 7547 36 1221.51058283492
53.962 7764.169 0.1 0.1 2.2E-5 25 0.1 0.9 7542 24 7543 4 7547 33 1228.0336244814
56.475 7755.74 0.1 0.1 2.2E-5 25 0.15 0.9 7542 20 7543 2 7547 53 1220.44667973376
57.243 7756.539 0.1 0.1 2.2E-5 25 0.2 0.9 7542 22 7543 3 7547 32 1225.49792669685
58.085 7759.269 0.1 0.1 2.2E-5 25 0.25 0.9 7542 30 7543 2 7547 31 1219.74430606939
57.166 7748.155 0.1 0.1 2.2E-5 25 0.3 0.9 7542 21 7543 6 7547 36 1211.87483707639
56.831 7755.681 0.1 0.1 2.2E-5 25 0.35 0.9 7542 20 7543 3 7547 24 1214.90607519766
57.74 7749.718 0.1 0.1 2.2E-5 25 0.4 0.9 7542 12 7543 7 7547 32 1210.30037213405
61.19 7742.776 0.1 0.1 2.2E-5 25 0.45 0.9 7542 18 7543 7 7547 38 1208.02088624974
61.202 7737.566 0.1 0.1 2.2E-5 25 0.5 0.9 7542 31 7543 6 7547 26 1204.97768324468
62.263 7741.416 0.1 0.1 2.2E-5 25 0.55 0.9 7542 44 7543 5 7547 20 1198.89863482722
63.614 7743.164 0.1 0.1 2.2E-5 25 0.6 0.9 7542 42 7543 8 7547 26 1195.52086141749
64.619 7743.209 0.1 0.1 2.2E-5 25 0.65 0.9 7542 52 7543 9 7547 28 1188.76267782057
61.646 7750.048 0.1 0.1 2.2E-5 25 0.7 0.9 7542 19 7543 6 7547 38 1185.63061709949
60.842 7761.737 0.1 0.1 2.2E-5 25 0.75 0.9 7542 15 7543 4 7547 55 1180.51875443911
64.235 7756.582 0.1 0.1 2.2E-5 25 0.8 0.9 7542 26 7543 3 7547 56 1174.04311859563
63.979 7754.721 0.1 0.1 2.2E-5 25 0.85 0.9 7542 14 7543 3 7547 81 1162.92216966946
64.861 7763.699 0.1 0.1 2.2E-5 25 0.9 0.9 7542 22 7543 1 7547 76 1156.96669924104
62.54 7784.071 0.1 0.1 2.2E-5 25 0.95 0.9 7542 15 7543 2 7547 60 1153.98862550747
