BatchFile test, number of cities :=52
AMTS Algorithm  - AntType = Boolean - AntDir = Unidirectional - format:
avgGen avgdist DP AP IP NA AF MA Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
90.957 7737.221 0.1 0.5 0.1 25 0 6 7543 10 7547 8 7548 24 796.327837729011
91.303 7737.774 0.1 0.5 0.1 25 0.05 6 7542 1 7543 7 7547 8 795.390596221471
91.932 7730.615 0.1 0.5 0.1 25 0.1 6 7542 1 7543 6 7547 6 793.24717478259
92.98 7734.372 0.1 0.5 0.1 25 0.15 6 7542 1 7543 6 7547 8 790.686237594314
93.97 7726.648 0.1 0.5 0.1 25 0.2 6 7542 1 7543 9 7547 8 788.817999636691
94.53 7731.164 0.1 0.5 0.1 25 0.25 6 7542 1 7543 8 7547 8 785.70848856426
96.548 7724.772 0.1 0.5 0.1 25 0.3 6 7542 3 7543 10 7547 7 784.942193874088
98.093 7727.168 0.1 0.5 0.1 25 0.35 6 7542 2 7543 8 7547 11 783.50430212366
99.133 7717.828 0.1 0.5 0.1 25 0.4 6 7542 3 7543 9 7547 12 779.827815519389
101.217 7718.105 0.1 0.5 0.1 25 0.45 6 7542 2 7543 12 7547 7 776.521397844885
103.756 7713.201 0.1 0.5 0.1 25 0.5 6 7542 2 7543 7 7547 16 774.090844048094
105.694 7712.465 0.1 0.5 0.1 25 0.55 6 7542 3 7543 8 7547 9 772.353496628164
108.144 7709.118 0.1 0.5 0.1 25 0.6 6 7542 5 7543 18 7547 8 767.25518970196
111.191 7705.084 0.1 0.5 0.1 25 0.65 6 7542 2 7543 13 7547 14 763.682483538576
114.318 7703.09 0.1 0.5 0.1 25 0.7 6 7542 4 7543 8 7547 11 759.337921142648
119.798 7703.663 0.1 0.5 0.1 25 0.75 6 7542 2 7543 9 7547 13 754.919802988506
126.253 7707.655 0.1 0.5 0.1 25 0.8 6 7542 3 7543 4 7547 17 749.825777676035
134.515 7712.287 0.1 0.5 0.1 25 0.85 6 7542 3 7543 6 7547 21 744.702815701684
152.665 7735.126 0.1 0.5 0.1 25 0.9 6 7542 4 7543 2 7547 8 739.7595420077
164.551 7969.627 0.1 0.5 0.1 25 0.95 6 7575 1 7585 2 7605 2 741.526833341933
