BatchFile test, number of cities :=52
AS Algorithm  - AntType = Sqrt - AntDir = Unidirectional - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
76.362 7757.909 0.1 0.5 0.1 25 0 7542 2 7547 25 7548 34 841.675214873566
76.855 7760.876 0.1 0.5 0.1 25 0.05 7543 2 7547 18 7548 30 840.311851427795
77.398 7752.369 0.1 0.5 0.1 25 0.1 7542 1 7543 1 7547 21 839.481773516457
78.618 7753.07 0.1 0.5 0.1 25 0.15 7542 2 7547 22 7548 54 836.253302481597
78.597 7747.882 0.1 0.5 0.1 25 0.2 7543 1 7547 19 7548 31 835.568491303973
79.377 7742.998 0.1 0.5 0.1 25 0.25 7542 3 7547 27 7548 26 839.21532462191
79.467 7750.573 0.1 0.5 0.1 25 0.3 7542 3 7543 2 7547 23 834.639398615477
80.6 7744.155 0.1 0.5 0.1 25 0.35 7542 2 7543 2 7547 28 832.814178318237
80.948 7743.823 0.1 0.5 0.1 25 0.4 7543 6 7547 32 7548 46 828.72955051515
82.33 7738.065 0.1 0.5 0.1 25 0.45 7542 2 7543 1 7547 25 830.309117291519
83.69 7733.894 0.1 0.5 0.1 25 0.5 7542 2 7543 2 7547 32 825.717799051719
83.721 7738.384 0.1 0.5 0.1 25 0.55 7542 1 7543 4 7547 17 824.929057600398
84.735 7731.545 0.1 0.5 0.1 25 0.6 7543 2 7547 28 7548 49 820.583742504842
85.295 7733.734 0.1 0.5 0.1 25 0.65 7542 2 7543 6 7547 21 816.886106988671
86.738 7733.517 0.1 0.5 0.1 25 0.7 7542 1 7543 7 7547 20 815.199433532473
88.987 7726.303 0.1 0.5 0.1 25 0.75 7542 1 7543 3 7547 19 813.203116317262
89.819 7724.941 0.1 0.5 0.1 25 0.8 7542 2 7543 3 7547 17 805.915900499045
92.811 7726.171 0.1 0.5 0.1 25 0.85 7542 2 7543 3 7547 23 800.645079922036
96.035 7724.241 0.1 0.5 0.1 25 0.9 7542 2 7543 7 7547 28 794.609387768374
101.809 7719.495 0.1 0.5 0.1 25 0.95 7542 1 7543 5 7547 20 789.725246154016
