BatchFile test, number of cities :=14
AS Algorithm - LSType Exponential Times = 5
Format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
AntType = Boolean
AntDir = Bidirectional
56.572 3336.653 0.1 0.5 0.1 10 0 3323 312 3336 540 3346 18 116.067988372135
57.992 3336.068 0.1 0.5 0.1 10 0.05 3323 318 3336 542 3346 20 116.130766892945
57.514 3336.047 0.1 0.5 0.1 10 0.1 3323 343 3336 522 3346 18 115.765968505424
57.025 3336.439 0.1 0.5 0.1 10 0.15 3323 331 3336 526 3346 25 115.522937845599
57.487 3336.399 0.1 0.5 0.1 10 0.2 3323 316 3336 536 3346 32 115.744629756922
58.4 3336.543 0.1 0.5 0.1 10 0.25 3323 313 3336 543 3346 24 115.335994387486
57.575 3336.441 0.1 0.5 0.1 10 0.3 3323 325 3336 528 3346 30 115.414392527409
58.115 3335.559 0.1 0.5 0.1 10 0.35 3323 331 3336 542 3346 25 115.32568766808
57.766 3336.493 0.1 0.5 0.1 10 0.4 3323 343 3336 508 3346 22 115.364600556652
58.849 3335.98 0.1 0.5 0.1 10 0.45 3323 332 3336 525 3346 35 115.184752197793
59.568 3336.322 0.1 0.5 0.1 10 0.5 3323 309 3336 548 3346 24 114.866876325356
59.482 3335.007 0.1 0.5 0.1 10 0.55 3323 387 3336 485 3346 22 114.374831111968
59.686 3336.55 0.1 0.5 0.1 10 0.6 3323 327 3336 529 3346 21 114.688129972656
59.587 3335.289 0.1 0.5 0.1 10 0.65 3323 340 3336 537 3346 27 114.575599318188
60.902 3334.933 0.1 0.5 0.1 10 0.7 3323 361 3336 517 3346 30 114.117559702015
61.726 3336.228 0.1 0.5 0.1 10 0.75 3323 353 3336 498 3346 28 114.173544340058
62.692 3335.819 0.1 0.5 0.1 10 0.8 3323 344 3336 525 3346 23 113.655892533994
62.495 3335.307 0.1 0.5 0.1 10 0.85 3323 367 3336 499 3346 34 113.10223859371
65.459 3334.161 0.1 0.5 0.1 10 0.9 3323 413 3336 474 3346 26 112.833366413165
69.998 3334.179 0.1 0.5 0.1 10 0.95 3323 459 3336 402 3346 32 112.259695521869

AntDir = Unidirectional
57.339 3336.323 0.1 0.5 0.1 10 0 3323 306 3336 550 3346 28 115.854269559373
56.618 3335.964 0.1 0.5 0.1 10 0.05 3323 320 3336 539 3346 34 115.765899960556
57.952 3336.207 0.1 0.5 0.1 10 0.1 3323 320 3336 535 3346 27 115.474401732687
57.024 3336.752 0.1 0.5 0.1 10 0.15 3323 304 3336 547 3346 23 115.557897527364
58.307 3336.777 0.1 0.5 0.1 10 0.2 3323 325 3336 523 3346 23 115.327642325302
58.124 3336.146 0.1 0.5 0.1 10 0.25 3323 336 3336 519 3346 29 115.23686457037
58.534 3336.267 0.1 0.5 0.1 10 0.3 3323 323 3336 533 3346 19 114.843236929214
59.059 3335.917 0.1 0.5 0.1 10 0.35 3323 353 3336 506 3346 27 114.624090927068
59.637 3336.018 0.1 0.5 0.1 10 0.4 3323 344 3336 510 3346 30 114.647602259993
61.154 3335.65 0.1 0.5 0.1 10 0.45 3323 354 3336 509 3346 23 114.356831794797
60.422 3336.436 0.1 0.5 0.1 10 0.5 3323 323 3336 523 3346 37 114.096857643493
62.085 3336.125 0.1 0.5 0.1 10 0.55 3323 349 3336 504 3346 33 113.799501227061
63.191 3335.143 0.1 0.5 0.1 10 0.6 3323 380 3336 490 3346 29 113.685532069232
64.986 3335.186 0.1 0.5 0.1 10 0.65 3323 391 3336 465 3346 26 113.172865427692
64.921 3335.265 0.1 0.5 0.1 10 0.7 3323 390 3336 469 3346 35 112.910465552725
68.414 3334.483 0.1 0.5 0.1 10 0.75 3323 389 3336 485 3346 34 112.593591983687
68.343 3335.033 0.1 0.5 0.1 10 0.8 3323 390 3336 476 3346 21 112.014181943683
72.01 3334.389 0.1 0.5 0.1 10 0.85 3323 420 3336 456 3346 24 111.357228355399
74.495 3334.828 0.1 0.5 0.1 10 0.9 3323 432 3336 420 3346 44 110.426050163484
81.56 3335.557 0.1 0.5 0.1 10 0.95 3323 415 3336 427 3346 52 109.53302045215


AntType = Sqrt
AntDir = Bidirectional
57.268 3336.829 0.1 0.5 0.1 10 0 3323 326 3336 518 3346 26 116.234910451528
57.538 3336.534 0.1 0.5 0.1 10 0.05 3323 310 3336 550 3346 21 115.857626673573
57.134 3336.656 0.1 0.5 0.1 10 0.1 3323 315 3336 539 3346 16 115.786525437993
57.158 3336.378 0.1 0.5 0.1 10 0.15 3323 325 3336 531 3346 20 115.75422696072
57.304 3336.348 0.1 0.5 0.1 10 0.2 3323 319 3336 534 3346 24 115.606312336296
57.223 3336.517 0.1 0.5 0.1 10 0.25 3323 317 3336 534 3346 24 115.662712703067
57.803 3336.083 0.1 0.5 0.1 10 0.3 3323 333 3336 525 3346 20 115.689887443593
58.175 3337.079 0.1 0.5 0.1 10 0.35 3323 307 3336 542 3346 20 115.704075623732
57.558 3336.369 0.1 0.5 0.1 10 0.4 3323 313 3336 548 3346 20 115.751485148899
57.239 3336.29 0.1 0.5 0.1 10 0.45 3323 332 3336 513 3346 35 115.542452689743
58.154 3335.854 0.1 0.5 0.1 10 0.5 3323 330 3336 533 3346 29 115.324265191944
57.809 3336.127 0.1 0.5 0.1 10 0.55 3323 323 3336 529 3346 32 115.229996639237
57.856 3336.41 0.1 0.5 0.1 10 0.6 3323 310 3336 543 3346 27 115.097352305412
57.685 3336.621 0.1 0.5 0.1 10 0.65 3323 315 3336 537 3346 25 114.785321646657
58.652 3336.239 0.1 0.5 0.1 10 0.7 3323 345 3336 500 3346 31 115.085509380389
58.441 3336.043 0.1 0.5 0.1 10 0.75 3323 345 3336 515 3346 25 114.896120352138
59.898 3334.714 0.1 0.5 0.1 10 0.8 3323 375 3336 498 3346 26 114.706147263532
59.521 3335.029 0.1 0.5 0.1 10 0.85 3323 350 3336 524 3346 36 114.83646998092
59.661 3335.356 0.1 0.5 0.1 10 0.9 3323 364 3336 505 3346 21 114.493507866632
60.584 3336.233 0.1 0.5 0.1 10 0.95 3323 360 3336 479 3346 41 114.721915509

AntDir = Unidirectional
55.865 3337.025 0.1 0.5 0.1 10 0 3323 318 3336 525 3346 25 115.745659204679
57.348 3336.592 0.1 0.5 0.1 10 0.05 3323 315 3336 541 3346 20 115.774763724173
57.064 3336.719 0.1 0.5 0.1 10 0.1 3323 314 3336 534 3346 32 115.878151666273
56.914 3336.526 0.1 0.5 0.1 10 0.15 3323 322 3336 539 3346 14 115.781152388281
58.956 3335.959 0.1 0.5 0.1 10 0.2 3323 319 3336 540 3346 35 115.641805373126
57.979 3337.048 0.1 0.5 0.1 10 0.25 3323 311 3336 518 3346 29 115.427715669964
58.608 3335.294 0.1 0.5 0.1 10 0.3 3323 344 3336 528 3346 27 115.459504121497
58.779 3336.232 0.1 0.5 0.1 10 0.35 3323 330 3336 525 3346 30 115.244075911194
59.228 3335.893 0.1 0.5 0.1 10 0.4 3323 331 3336 530 3346 26 115.370321351063
59.808 3335.717 0.1 0.5 0.1 10 0.45 3323 322 3336 553 3346 26 115.139707791464
60.149 3336.602 0.1 0.5 0.1 10 0.5 3323 318 3336 528 3346 26 114.939333833536
59.394 3335.881 0.1 0.5 0.1 10 0.55 3323 342 3336 518 3346 26 114.85809447269
60.363 3336.833 0.1 0.5 0.1 10 0.6 3323 333 3336 503 3346 30 114.813389316757
60.108 3336.27 0.1 0.5 0.1 10 0.65 3323 352 3336 483 3346 41 114.420679505397
