BatchFile test, number of cities :=14
AS Algorithm - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
AntType = None
AntDir = Bidirectional
47.4 3357.4 0.1 0.5 0.1 10 0 3336 2 3346 1 3381 1 113.610826703356
46.6 3369.8 0.1 0.5 0.1 10 0.05 3336 1 3359 1 3369 1 114.237672564894
50.6 3364 0.1 0.5 0.1 10 0.1 3346 2 3359 1 3381 1 116.296101417967
52.2 3343 0.1 0.5 0.1 10 0.15 3336 4 3371 1 2147483647 5 117.469755445952
51.8 3365 0.1 0.5 0.1 10 0.2 3336 1 3346 1 3381 3 115.63191585798
54.8 3363 0.1 0.5 0.1 10 0.25 3336 2 3381 3 2147483647 5 121.164729778078
39 3391.4 0.1 0.5 0.1 10 0.3 3359 1 3381 3 3455 1 113.303841423666
50.8 3376.6 0.1 0.5 0.1 10 0.35 3323 1 3381 2 3394 1 115.035819113015
47 3364.6 0.1 0.5 0.1 10 0.4 3346 1 3359 2 3371 1 116.452872964618
49.4 3356.6 0.1 0.5 0.1 10 0.45 3336 3 3381 1 3394 1 116.870545141133
48.6 3367.6 0.1 0.5 0.1 10 0.5 3336 2 3381 2 3404 1 116.651518418933
52.8 3367.8 0.1 0.5 0.1 10 0.55 3336 1 3359 2 3381 1 113.330946894001
58.2 3358 0.1 0.5 0.1 10 0.6 3323 1 3336 1 3346 1 115.308129457952
55.4 3342.4 0.1 0.5 0.1 10 0.65 3323 1 3336 3 3381 1 116.05444371993
56 3373.4 0.1 0.5 0.1 10 0.7 3336 1 3381 3 3388 1 117.113568544482
43.8 3382.4 0.1 0.5 0.1 10 0.75 3323 1 3381 2 3388 1 117.362194080179
49.4 3360.8 0.1 0.5 0.1 10 0.8 3336 1 3346 1 3359 2 117.815296806248
56.2 3354 0.1 0.5 0.1 10 0.85 3323 1 3336 2 3381 1 115.532488371149
52.8 3349.6 0.1 0.5 0.1 10 0.9 3336 3 3359 1 3381 1 116.715748792271
54.2 3361 0.1 0.5 0.1 10 0.95 3336 2 3371 1 3381 2 118.048710719394


AntType = Boolean
AntDir = Bidirectional
57 3339.8 0.1 0.5 0.1 10 0 3323 2 3336 2 3381 1 116.885223220289
50.2 3365 0.1 0.5 0.1 10 0.05 3336 1 3346 1 3381 3 113.865826309949
54.8 3367.6 0.1 0.5 0.1 10 0.1 3336 1 3359 1 3381 3 113.523159001936
62.6 3332.8 0.1 0.5 0.1 10 0.15 3323 2 3336 2 3346 1 116.024449409611
68.4 3349 0.1 0.5 0.1 10 0.2 3323 1 3336 1 3346 1 115.810562441391
61.6 3347 0.1 0.5 0.1 10 0.25 3336 3 3346 1 3381 1 118.01827448002
60.4 3339.4 0.1 0.5 0.1 10 0.3 3323 1 3336 1 3346 3 116.831577528453
