BatchFile test, number of cities :=14
AS Algorithm - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
63.6 3349 0.1 0.5 0.1 10 0.35 3323 1 3336 2 3369 1 116.764260494576
49.2 3355.6 0.1 0.5 0.1 10 0.4 3323 1 3346 1 3359 1 114.513723869713
56.4 3353.6 0.1 0.5 0.1 10 0.45 3336 1 3346 2 3359 1 117.753472022152
53 3353.4 0.1 0.5 0.1 10 0.5 3323 1 3336 1 3346 1 111.247341648058
53.6 3378 0.1 0.5 0.1 10 0.55 3359 1 3381 3 3388 1 120.598330463311
71 3360.6 0.1 0.5 0.1 10 0.6 3336 1 3346 1 3359 1 117.012119771126
69.2 3353.4 0.1 0.5 0.1 10 0.65 3323 1 3336 1 3346 1 117.175346690108
50.2 3358.6 0.1 0.5 0.1 10 0.7 3336 1 3346 1 3359 1 116.949642689061
66.4 3347 0.1 0.5 0.1 10 0.75 3336 3 3346 1 3381 1 114.141261966846
50 3378 0.1 0.5 0.1 10 0.8 3336 1 3381 3 3411 1 114.935487936582
53.2 3367.6 0.1 0.5 0.1 10 0.85 3336 2 3381 2 3404 1 114.785580512202
58.4 3363 0.1 0.5 0.1 10 0.9 3336 2 3381 3 2147483647 5 113.321751304011
54 3344.4 0.1 0.5 0.1 10 0.95 3323 2 3336 1 3359 1 110.916048560706


AntType = Linear
AntDir = Bidirectional
62.8 3345 0.1 0.5 0.1 10 0 3336 4 3381 1 2147483647 5 114.314383033201
47 3365.6 0.1 0.5 0.1 10 0.05 3336 1 3359 1 3371 1 114.259452226418
54.8 3367.6 0.1 0.5 0.1 10 0.1 3336 1 3346 1 3381 2 116.195957671958
48.4 3353.6 0.1 0.5 0.1 10 0.15 3323 1 3346 1 3359 2 115.644248892422
45.6 3390 0.1 0.5 0.1 10 0.2 3336 1 3369 1 3381 2 113.135312086284
48.4 3354 0.1 0.5 0.1 10 0.25 3336 3 3381 2 2147483647 5 114.24068194596
62 3351.4 0.1 0.5 0.1 10 0.3 3323 1 3336 2 3381 2 117.274240603455
53.4 3367.4 0.1 0.5 0.1 10 0.35 3323 1 3371 1 3381 3 112.109785781984
72 3352.4 0.1 0.5 0.1 10 0.4 3323 1 3336 1 3346 1 118.995352870551
71.8 3347 0.1 0.5 0.1 10 0.45 3323 1 3336 2 3359 1 116.234560432789
65 3369.4 0.1 0.5 0.1 10 0.5 3323 1 3381 4 2147483647 5 115.180533283704
47.4 3386.2 0.1 0.5 0.1 10 0.55 3336 1 3381 3 3452 1 114.058424922666
59.6 3344.4 0.1 0.5 0.1 10 0.6 3323 2 3336 1 3359 1 115.622259352149
48 3382.6 0.1 0.5 0.1 10 0.65 3359 1 3381 3 3411 1 115.08253627953
52.6 3356 0.1 0.5 0.1 10 0.7 3336 2 3346 1 3381 2 114.945526925793
58 3367.6 0.1 0.5 0.1 10 0.75 3336 2 3381 2 3404 1 117.612771139064
54.4 3345 0.1 0.5 0.1 10 0.8 3336 4 3381 1 2147483647 5 112.74833486326
56.6 3367.6 0.1 0.5 0.1 10 0.85 3336 3 3359 1 3471 1 113.679056776045
42.2 3358.6 0.1 0.5 0.1 10 0.9 3336 2 3359 1 3381 2 117.861720787049
50.6 3370.2 0.1 0.5 0.1 10 0.95 3359 2 3371 1 3381 2 115.702200671424


AntType = Square
AntDir = Bidirectional
50.4 3333.4 0.1 0.5 0.1 10 0 3323 1 3336 4 2147483647 5 117.997496201881
49.8 3349.6 0.1 0.5 0.1 10 0.05 3336 4 3404 1 2147483647 5 117.035450574626
52.4 3369 0.1 0.5 0.1 10 0.1 3336 1 3359 1 3381 2 116.231273338714
53 3363.2 0.1 0.5 0.1 10 0.15 3336 1 3359 2 3381 2 117.548219043674
53.4 3345 0.1 0.5 0.1 10 0.2 3336 4 3381 1 2147483647 5 115.964005929815
50.8 3351.6 0.1 0.5 0.1 10 0.25 3336 2 3346 1 3359 1 119.527072214434
59 3365 0.1 0.5 0.1 10 0.3 3323 1 3359 1 3381 3 117.002817247165
51.2 3363 0.1 0.5 0.1 10 0.35 3336 2 3381 3 2147483647 5 115.194664746114
58.6 3369.8 0.1 0.5 0.1 10 0.4 3323 1 3336 1 3381 1 115.308320537286
58.6 3342.6 0.1 0.5 0.1 10 0.45 3336 3 3346 1 3359 1 113.701903566957
53.2 3369.4 0.1 0.5 0.1 10 0.5 3336 1 3371 2 3381 1 115.14594944175
48.4 3364.6 0.1 0.5 0.1 10 0.55 3336 2 3359 1 3381 1 117.837016658983
54 3372.2 0.1 0.5 0.1 10 0.6 3336 1 3359 1 3381 2 116.739100489165
69 3354 0.1 0.5 0.1 10 0.65 3336 3 3381 2 2147483647 5 115.918539748394
40.4 3381.2 0.1 0.5 0.1 10 0.7 3336 1 3369 1 3381 2 118.198639446347
66 3367.6 0.1 0.5 0.1 10 0.75 3336 1 3359 1 3381 3 119.916664169164
52 3347.6 0.1 0.5 0.1 10 0.8 3336 3 3359 1 3371 1 117.594521529109
71.6 3358.4 0.1 0.5 0.1 10 0.85 3323 1 3336 1 3371 1 113.685872533307
58.8 3382.4 0.1 0.5 0.1 10 0.9 3381 4 3388 1 2147483647 5 114.492809457883
42.8 3354 0.1 0.5 0.1 10 0.95 3336 1 3346 2 3371 2 116.83654639272


