BatchFile test, number of cities :=14
ACS Algorithm - LSType Exponential Times = 5
Format:
avgGen avgdist DP AP IP NA AF GP Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
AntType = Boolean
AntDir = Bidirectional
11.475 3335.97 0.1 0.1 2.2E-5 10 0 0.9 3323 187 3336 797 3448 1 146.870350186014
11.324 3335.811 0.1 0.1 2.2E-5 10 0.05 0.9 3323 177 3336 808 3461 11 146.367443439706
11.911 3335.665 0.1 0.1 2.2E-5 10 0.1 0.9 3323 168 3336 818 3448 3 146.549296431956
11.621 3334.802 0.1 0.1 2.2E-5 10 0.15 0.9 3323 184 3336 808 3461 5 146.582579182987
11.658 3334.846 0.1 0.1 2.2E-5 10 0.2 0.9 3323 170 3336 822 3448 1 146.208115234766
12.075 3335.415 0.1 0.1 2.2E-5 10 0.25 0.9 3323 176 3336 811 3371 1 146.371573295878
11.619 3335.493 0.1 0.1 2.2E-5 10 0.3 0.9 3323 162 3336 826 3448 2 145.818236738158
11.698 3335.84 0.1 0.1 2.2E-5 10 0.35 0.9 3323 192 3336 792 3448 5 146.915722752964
11.579 3335.321 0.1 0.1 2.2E-5 10 0.4 0.9 3323 158 3336 833 3448 3 146.163501778188
11.478 3334.31 0.1 0.1 2.2E-5 10 0.45 0.9 3323 190 3336 804 3448 2 147.250173832166
11.828 3334.607 0.1 0.1 2.2E-5 10 0.5 0.9 3323 196 3336 796 3448 3 147.788681319885
12.065 3333.723 0.1 0.1 2.2E-5 10 0.55 0.9 3323 205 3336 793 3530 2 148.676378068591
12.188 3334.601 0.1 0.1 2.2E-5 10 0.6 0.9 3323 222 3336 769 3448 1 150.4503299387
12.777 3333.113 0.1 0.1 2.2E-5 10 0.65 0.9 3323 237 3336 762 3530 1 150.768282717563
12.691 3333.768 0.1 0.1 2.2E-5 10 0.7 0.9 3323 239 3336 756 3448 1 151.881662015301
13.333 3332.545 0.1 0.1 2.2E-5 10 0.75 0.9 3323 284 3336 714 3448 1 154.280571049968
13.79 3332.191 0.1 0.1 2.2E-5 10 0.8 0.9 3323 293 3336 707 2147483647 1000 156.214172277885
14.582 3332.073 0.1 0.1 2.2E-5 10 0.85 0.9 3323 316 3336 683 3517 1 157.657552118304
15.514 3332.019 0.1 0.1 2.2E-5 10 0.9 0.9 3323 347 3336 649 3448 2 160.015345550846
21.02 3329.599 0.1 0.1 2.2E-5 10 0.95 0.9 3323 501 3336 498 3448 1 161.376937651516

AntDir = Unidirectional
11.475 3335.97 0.1 0.1 2.2E-5 10 0 0.9 3323 187 3336 797 3448 1 146.870350186014
11.535 3336.04 0.1 0.1 2.2E-5 10 0.05 0.9 3323 177 3336 806 3371 1 146.109790914817
11.823 3334.204 0.1 0.1 2.2E-5 10 0.1 0.9 3323 203 3336 791 3448 2 146.553840008236
12.476 3335.808 0.1 0.1 2.2E-5 10 0.15 0.9 3323 155 3336 831 3448 3 144.841990321819
11.5 3335.28 0.1 0.1 2.2E-5 10 0.2 0.9 3323 183 3336 804 3448 7 145.369526934239
12.641 3335.314 0.1 0.1 2.2E-5 10 0.25 0.9 3323 195 3336 791 3448 2 145.721664100808
12.476 3334.413 0.1 0.1 2.2E-5 10 0.3 0.9 3323 196 3336 797 3448 2 146.599727474957
12.737 3334.771 0.1 0.1 2.2E-5 10 0.35 0.9 3323 193 3336 797 3448 2 147.316321369983
13.767 3332.922 0.1 0.1 2.2E-5 10 0.4 0.9 3323 255 3336 743 3448 1 149.666069250194
15.565 3332.003 0.1 0.1 2.2E-5 10 0.45 0.9 3323 338 3336 658 3371 1 153.674526336325
19.345 3330.059 0.1 0.1 2.2E-5 10 0.5 0.9 3323 457 3336 543 2147483647 1000 156.252591649508
21.065 3329.633 0.1 0.1 2.2E-5 10 0.55 0.9 3323 509 3336 489 3461 2 158.114382518288
21.599 3329.426 0.1 0.1 2.2E-5 10 0.6 0.9 3323 517 3336 481 3371 1 157.790636873027
20.547 3329.457 0.1 0.1 2.2E-5 10 0.65 0.9 3323 506 3336 493 3371 1 157.406931014165
21.025 3329.158 0.1 0.1 2.2E-5 10 0.7 0.9 3323 529 3336 470 3371 1 158.383648022405
22.292 3328.785 0.1 0.1 2.2E-5 10 0.75 0.9 3323 555 3336 445 2147483647 1000 161.118112669901
21.803 3329.097 0.1 0.1 2.2E-5 10 0.8 0.9 3323 531 3336 469 2147483647 1000 167.69451352248
23.672 3329.171 0.1 0.1 2.2E-5 10 0.85 0.9 3323 528 3336 471 3371 1 171.504847701855
25.444 3328.664 0.1 0.1 2.2E-5 10 0.9 0.9 3323 567 3336 432 3371 1 173.494746184658
29.088 3328.256 0.1 0.1 2.2E-5 10 0.95 0.9 3323 607 3336 391 3371 1 178.87854979718


AntType = Sqrt
AntDir = Bidirectional
11.475 3335.97 0.1 0.1 2.2E-5 10 0 0.9 3323 187 3336 797 3448 1 146.870350186014
11.652 3335.449 0.1 0.1 2.2E-5 10 0.05 0.9 3323 174 3336 813 3448 2 146.701125071908
11.285 3335.441 0.1 0.1 2.2E-5 10 0.1 0.9 3323 163 3336 825 3448 4 146.376033649686
11.422 3335.346 0.1 0.1 2.2E-5 10 0.15 0.9 3323 171 3336 818 3448 1 146.37825241147
11.572 3335.376 0.1 0.1 2.2E-5 10 0.2 0.9 3323 172 3336 817 3448 2 146.250289539369
11.642 3334.266 0.1 0.1 2.2E-5 10 0.25 0.9 3323 205 3336 788 3448 1 147.113915470808
11.376 3335.695 0.1 0.1 2.2E-5 10 0.3 0.9 3323 171 3336 815 3448 2 146.042561873753
11.788 3335.436 0.1 0.1 2.2E-5 10 0.35 0.9 3323 175 3336 813 3448 3 146.369928588517
11.86 3335.677 0.1 0.1 2.2E-5 10 0.4 0.9 3323 185 3336 799 3448 1 146.360739380619
11.473 3335.323 0.1 0.1 2.2E-5 10 0.45 0.9 3323 189 3336 797 3448 3 146.886935380764
11.59 3334.436 0.1 0.1 2.2E-5 10 0.5 0.9 3323 175 3336 819 3448 3 146.527579126286
11.532 3335.518 0.1 0.1 2.2E-5 10 0.55 0.9 3323 174 3336 813 3448 3 147.347974623366
12.257 3335.241 0.1 0.1 2.2E-5 10 0.6 0.9 3323 192 3336 796 3448 2 147.730140300823
11.552 3334.412 0.1 0.1 2.2E-5 10 0.65 0.9 3323 210 3336 781 3448 4 148.443834680151
11.937 3335.305 0.1 0.1 2.2E-5 10 0.7 0.9 3323 200 3336 786 3448 3 148.137405054764
12.156 3334.676 0.1 0.1 2.2E-5 10 0.75 0.9 3323 198 3336 794 3461 4 148.259806571762
11.762 3334.137 0.1 0.1 2.2E-5 10 0.8 0.9 3323 201 3336 794 3448 1 148.60889513299
12.453 3333.8 0.1 0.1 2.2E-5 10 0.85 0.9 3323 212 3336 784 3448 1 149.433606603498
13.023 3333.81 0.1 0.1 2.2E-5 10 0.9 0.9 3323 254 3336 739 3448 1 150.336621889444
13.475 3332.913 0.1 0.1 2.2E-5 10 0.95 0.9 3323 260 3336 738 3448 1 151.139795301096

AntDir = Unidirectional
11.475 3335.97 0.1 0.1 2.2E-5 10 0 0.9 3323 187 3336 797 3448 1 146.870350186014
11.588 3335.121 0.1 0.1 2.2E-5 10 0.05 0.9 3323 183 3336 807 3448 1 146.924731269585
11.756 3334.953 0.1 0.1 2.2E-5 10 0.1 0.9 3323 180 3336 810 3448 4 146.466558816797
11.99 3335.199 0.1 0.1 2.2E-5 10 0.15 0.9 3323 176 3336 813 3448 1 146.111139893667
11.671 3334.896 0.1 0.1 2.2E-5 10 0.2 0.9 3323 193 3336 796 3448 3 145.934947708315
