BatchFile test, number of cities :=14
AS Algorithm  - AntType = Tanh - AntDir = Unidirectional - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
53.557 3360.096 0.1 0.5 0.1 10 0 3323 101 3336 258 3346 64 116.334101997084
53.485 3361.082 0.1 0.5 0.1 10 0.05 3323 117 3336 241 3346 52 116.208313147191
53.899 3361.034 0.1 0.5 0.1 10 0.1 3323 108 3336 247 3346 63 116.112633996516
53.9 3359.57 0.1 0.5 0.1 10 0.15 3323 98 3336 290 3346 48 116.228645609305
54.861 3361.066 0.1 0.5 0.1 10 0.2 3323 95 3336 250 3346 67 115.800965989968
54.642 3360.437 0.1 0.5 0.1 10 0.25 3323 100 3336 255 3346 52 115.85796529502
54.578 3361.001 0.1 0.5 0.1 10 0.3 3323 98 3336 268 3346 48 115.766769438355
55.04 3359.11 0.1 0.5 0.1 10 0.35 3323 109 3336 276 3346 57 115.404987277073
55.658 3359.994 0.1 0.5 0.1 10 0.4 3323 105 3336 268 3346 58 115.628195730106
54.428 3361.803 0.1 0.5 0.1 10 0.45 3323 91 3336 247 3346 58 115.125238815297
56.288 3360.945 0.1 0.5 0.1 10 0.5 3323 99 3336 269 3346 64 115.16385834071
55.913 3361.822 0.1 0.5 0.1 10 0.55 3323 114 3336 232 3346 40 114.957685403709
56.398 3360.897 0.1 0.5 0.1 10 0.6 3323 87 3336 272 3346 57 114.754454480708
56.156 3361.634 0.1 0.5 0.1 10 0.65 3323 113 3336 224 3346 60 114.394198105721
56.404 3363.207 0.1 0.5 0.1 10 0.7 3323 96 3336 233 3346 61 114.130971198534
57.144 3363.917 0.1 0.5 0.1 10 0.75 3323 96 3336 220 3346 47 114.149297412003
58.175 3364.746 0.1 0.5 0.1 10 0.8 3323 95 3336 198 3346 41 113.603450070004
59.666 3363.105 0.1 0.5 0.1 10 0.85 3323 102 3336 223 3346 63 113.485257449649
59.612 3362.662 0.1 0.5 0.1 10 0.9 3323 88 3336 238 3346 63 112.933010206635
59.837 3362.907 0.1 0.5 0.1 10 0.95 3323 102 3336 226 3346 49 112.236488683199
