BatchFile test, number of cities :=14
AS Algorithm  - AntType = Boolean - AntDir = Unidirectional - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
53.557 3360.096 0.1 0.5 0.1 10 0 3323 101 3336 258 3346 64 116.334101997084
53.013 3360.913 0.1 0.5 0.1 10 0.05 3323 94 3336 249 3346 62 116.07079122514
53.757 3360.091 0.1 0.5 0.1 10 0.1 3323 110 3336 263 3346 53 116.056465766212
54.909 3360.416 0.1 0.5 0.1 10 0.15 3323 88 3336 267 3346 74 116.036773605951
53.38 3362.038 0.1 0.5 0.1 10 0.2 3323 91 3336 245 3346 54 115.863906794003
54.549 3360.271 0.1 0.5 0.1 10 0.25 3323 107 3336 268 3346 56 115.615847066988
54.53 3361.623 0.1 0.5 0.1 10 0.3 3323 89 3336 267 3346 53 115.283219372639
56.045 3359.976 0.1 0.5 0.1 10 0.35 3323 101 3336 277 3346 52 115.246041705764
56.231 3361.643 0.1 0.5 0.1 10 0.4 3323 110 3336 223 3346 56 115.165110579349
56.909 3361.154 0.1 0.5 0.1 10 0.45 3323 99 3336 259 3346 60 114.592247540652
57.603 3361.663 0.1 0.5 0.1 10 0.5 3323 87 3336 248 3346 54 114.877241266492
58.288 3361.717 0.1 0.5 0.1 10 0.55 3323 105 3336 241 3346 43 114.317707715007
58.738 3362.02 0.1 0.5 0.1 10 0.6 3323 94 3336 236 3346 66 113.685191685606
59.194 3361.505 0.1 0.5 0.1 10 0.65 3323 116 3336 217 3346 66 113.65657758841
60.709 3364.024 0.1 0.5 0.1 10 0.7 3323 103 3336 209 3346 55 113.091398797607
61.584 3363.714 0.1 0.5 0.1 10 0.75 3323 91 3336 220 3346 59 112.517021035791
63.387 3364.414 0.1 0.5 0.1 10 0.8 3323 94 3336 225 3346 62 112.05637244372
64.635 3364.033 0.1 0.5 0.1 10 0.85 3323 106 3336 202 3346 55 111.267788485228
70.458 3365.323 0.1 0.5 0.1 10 0.9 3323 88 3336 194 3346 68 111.065132557712
79.041 3367.841 0.1 0.5 0.1 10 0.95 3323 78 3336 162 3346 71 110.256591774062
