BatchFile test, number of cities :=14
AMTS Algorithm - format:
avgGen avgdist DP AP IP NA AF MA Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
AntType = Boolean
AntDir = Bidirectional
59.414 3363.002 0.1 0.5 0.1 10 0 6 3323 94 3336 241 3346 61 114.107187321571
59.786 3361.691 0.1 0.5 0.1 10 0.05 6 3323 98 3336 228 3346 58 113.916394008042
60.803 3363.171 0.1 0.5 0.1 10 0.1 6 3323 97 3336 221 3346 73 114.056243491724
59.189 3364.414 0.1 0.5 0.1 10 0.15 6 3323 79 3336 220 3346 50 113.779124124846
59.924 3362.435 0.1 0.5 0.1 10 0.2 6 3323 95 3336 243 3346 49 113.697790183878
60.139 3362.147 0.1 0.5 0.1 10 0.25 6 3323 93 3336 226 3346 61 113.44646221407
59.122 3364.163 0.1 0.5 0.1 10 0.3 6 3323 88 3336 219 3346 62 113.364943620202
59.155 3363.331 0.1 0.5 0.1 10 0.35 6 3323 89 3336 223 3346 59 113.377399763909
59.772 3364.043 0.1 0.5 0.1 10 0.4 6 3323 85 3336 222 3346 41 113.190060374836
60.055 3363.252 0.1 0.5 0.1 10 0.45 6 3323 89 3336 242 3346 52 112.98298295437
60.173 3364.901 0.1 0.5 0.1 10 0.5 6 3323 79 3336 222 3346 51 112.837795846589
59.873 3364.818 0.1 0.5 0.1 10 0.55 6 3323 96 3336 207 3346 58 112.684926411695
61.707 3363.897 0.1 0.5 0.1 10 0.6 6 3323 94 3336 224 3346 56 112.290671286815
62.204 3362.431 0.1 0.5 0.1 10 0.65 6 3323 103 3336 230 3346 57 112.412128435564
62.489 3364.901 0.1 0.5 0.1 10 0.7 6 3323 84 3336 221 3346 51 112.111913129522
62.99 3364.311 0.1 0.5 0.1 10 0.75 6 3323 97 3336 198 3346 57 111.466779240792
64.229 3365.707 0.1 0.5 0.1 10 0.8 6 3323 88 3336 187 3346 71 111.151925455605
65.208 3367.121 0.1 0.5 0.1 10 0.85 6 3323 77 3336 203 3346 55 110.660223129552
67.421 3367.569 0.1 0.5 0.1 10 0.9 6 3323 78 3336 180 3346 61 110.11018661001
71.067 3370.612 0.1 0.5 0.1 10 0.95 6 3323 75 3336 154 3346 66 108.91491888232

AntDir = Unidirectional
57.993 3364.285 0.1 0.5 0.1 10 0 6 3323 87 3336 200 3346 71 114.12162405099
59.163 3363.933 0.1 0.5 0.1 10 0.05 6 3323 90 3336 212 3346 52 113.989564317445
60.022 3364.335 0.1 0.5 0.1 10 0.1 6 3323 88 3336 216 3346 46 113.818758432846
60.273 3363.492 0.1 0.5 0.1 10 0.15 6 3323 85 3336 243 3346 50 113.704061357001
60.791 3363.436 0.1 0.5 0.1 10 0.2 6 3323 108 3336 204 3346 63 113.482938901564
60.154 3362.913 0.1 0.5 0.1 10 0.25 6 3323 83 3336 254 3346 52 113.331455325215
60.819 3363.561 0.1 0.5 0.1 10 0.3 6 3323 112 3336 199 3346 49 113.038393088526
61.286 3363.297 0.1 0.5 0.1 10 0.35 6 3323 93 3336 231 3346 61 112.67989151496
61.572 3362.916 0.1 0.5 0.1 10 0.4 6 3323 89 3336 219 3346 70 112.308934048447
62.832 3363.615 0.1 0.5 0.1 10 0.45 6 3323 99 3336 218 3346 58 112.123368406923
63.367 3363.924 0.1 0.5 0.1 10 0.5 6 3323 97 3336 202 3346 72 111.907659310392
62.853 3364.274 0.1 0.5 0.1 10 0.55 6 3323 89 3336 209 3346 68 111.62318861981
63.836 3366.404 0.1 0.5 0.1 10 0.6 6 3323 80 3336 183 3346 62 111.279384338917
65.531 3364.531 0.1 0.5 0.1 10 0.65 6 3323 83 3336 213 3346 59 110.861047068681
67.618 3363.762 0.1 0.5 0.1 10 0.7 6 3323 94 3336 212 3346 50 110.572737904824
69.331 3364.886 0.1 0.5 0.1 10 0.75 6 3323 92 3336 182 3346 58 110.097622435852
71.74 3364.215 0.1 0.5 0.1 10 0.8 6 3323 92 3336 202 3346 46 109.592843194908
72.325 3365.971 0.1 0.5 0.1 10 0.85 6 3323 80 3336 191 3346 70 108.723967350187
77.52 3365.599 0.1 0.5 0.1 10 0.9 6 3323 85 3336 194 3346 83 108.152465426768
86.622 3368.542 0.1 0.5 0.1 10 0.95 6 3323 84 3336 143 3346 117 107.385461999818


AntType = Linear
AntDir = Bidirectional
59.627 3363.249 0.1 0.5 0.1 10 0 6 3323 110 3336 220 3346 47 114.26997910598
59.433 3361.934 0.1 0.5 0.1 10 0.05 6 3323 89 3336 248 3346 57 114.003118620262
58.972 3364.39 0.1 0.5 0.1 10 0.1 6 3323 93 3336 214 3346 69 114.060010614973
59.582 3362.813 0.1 0.5 0.1 10 0.15 6 3323 99 3336 234 3346 56 114.042476003713
59.081 3364.899 0.1 0.5 0.1 10 0.2 6 3323 108 3336 184 3346 61 113.935354047375
58.941 3363.545 0.1 0.5 0.1 10 0.25 6 3323 86 3336 235 3346 56 114.129574758368
59.295 3363.811 0.1 0.5 0.1 10 0.3 6 3323 97 3336 217 3346 51 113.898684658259
59.832 3363.208 0.1 0.5 0.1 10 0.35 6 3323 91 3336 213 3346 60 113.748235008754
59.732 3363.785 0.1 0.5 0.1 10 0.4 6 3323 83 3336 226 3346 55 113.67701461124
59.39 3364.353 0.1 0.5 0.1 10 0.45 6 3323 89 3336 217 3346 49 113.542413861373
58.617 3363.511 0.1 0.5 0.1 10 0.5 6 3323 88 3336 234 3346 46 113.614750641036
60.129 3362.301 0.1 0.5 0.1 10 0.55 6 3323 104 3336 231 3346 75 113.715191701261
60.476 3363.537 0.1 0.5 0.1 10 0.6 6 3323 78 3336 229 3346 64 113.828645455733
59.354 3363.898 0.1 0.5 0.1 10 0.65 6 3323 87 3336 216 3346 54 113.522017378696
61.475 3363.486 0.1 0.5 0.1 10 0.7 6 3323 108 3336 216 3346 50 113.454562849662
60.74 3363.706 0.1 0.5 0.1 10 0.75 6 3323 96 3336 209 3346 64 113.475364868302
59.929 3363.865 0.1 0.5 0.1 10 0.8 6 3323 92 3336 212 3346 53 113.132481450821
60.989 3361.931 0.1 0.5 0.1 10 0.85 6 3323 117 3336 225 3346 56 113.191006698249
61.241 3363.756 0.1 0.5 0.1 10 0.9 6 3323 82 3336 234 3346 54 113.024424020811
60.354 3364.099 0.1 0.5 0.1 10 0.95 6 3323 91 3336 220 3346 64 112.74426005924

AntDir = Unidirectional
59.12 3361.828 0.1 0.5 0.1 10 0 6 3323 109 3336 240 3346 51 113.991601523194
58.874 3364.384 0.1 0.5 0.1 10 0.05 6 3323 91 3336 221 3346 40 113.941118633805
60.22 3362.624 0.1 0.5 0.1 10 0.1 6 3323 101 3336 230 3346 63 114.019469657935
58.573 3365.859 0.1 0.5 0.1 10 0.15 6 3323 75 3336 211 3346 52 114.059006525756
59.912 3362.866 0.1 0.5 0.1 10 0.2 6 3323 85 3336 237 3346 62 114.045065758861
59.744 3363.337 0.1 0.5 0.1 10 0.25 6 3323 104 3336 211 3346 56 113.725881141736
59.178 3363.362 0.1 0.5 0.1 10 0.3 6 3323 97 3336 209 3346 58 113.622754211436
60.346 3363.631 0.1 0.5 0.1 10 0.35 6 3323 86 3336 216 3346 67 113.42886709131
59.778 3364.585 0.1 0.5 0.1 10 0.4 6 3323 80 3336 211 3346 59 113.337066975844
60.057 3363.821 0.1 0.5 0.1 10 0.45 6 3323 105 3336 197 3346 45 113.283138742595
60.503 3363.298 0.1 0.5 0.1 10 0.5 6 3323 110 3336 213 3346 64 113.281624152656
60.334 3365.044 0.1 0.5 0.1 10 0.55 6 3323 85 3336 207 3346 45 113.212793828808
