BatchFile test, number of cities :=14
AMTS Algorithm - format:
avgGen avgdist DP AP IP NA AF MA Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
60.313 3363.568 0.1 0.5 0.1 10 0.6 6 3323 85 3336 216 3346 64 113.096427219486
61.323 3365.049 0.1 0.5 0.1 10 0.65 6 3323 88 3336 186 3346 58 112.837878490523
60.885 3364.094 0.1 0.5 0.1 10 0.7 6 3323 105 3336 190 3346 61 112.593268799367
62.163 3364.308 0.1 0.5 0.1 10 0.75 6 3323 90 3336 225 3346 57 112.474994984263
62.196 3365.623 0.1 0.5 0.1 10 0.8 6 3323 98 3336 178 3346 53 112.558117067093
62.709 3364.613 0.1 0.5 0.1 10 0.85 6 3323 98 3336 183 3346 66 112.104258734882
63.984 3363.469 0.1 0.5 0.1 10 0.9 6 3323 108 3336 210 3346 65 111.994475192144
64.82 3364.365 0.1 0.5 0.1 10 0.95 6 3323 103 3336 179 3346 62 111.5773400843


AntType = Square
AntDir = Bidirectional
59.199 3361.971 0.1 0.5 0.1 10 0 6 3323 100 3336 244 3346 65 114.037699109237
58.475 3363.184 0.1 0.5 0.1 10 0.05 6 3323 97 3336 224 3346 57 114.13927302112
59.205 3362.607 0.1 0.5 0.1 10 0.1 6 3323 100 3336 234 3346 57 113.94041293629
59.568 3363 0.1 0.5 0.1 10 0.15 6 3323 108 3336 224 3346 49 114.144468658616
60.348 3362.078 0.1 0.5 0.1 10 0.2 6 3323 102 3336 240 3346 47 114.149848279693
60.068 3363.03 0.1 0.5 0.1 10 0.25 6 3323 100 3336 221 3346 64 114.201849694734
59.93 3361.504 0.1 0.5 0.1 10 0.3 6 3323 107 3336 230 3346 54 113.908309441292
60.158 3362.361 0.1 0.5 0.1 10 0.35 6 3323 88 3336 230 3346 68 113.903329583716
60.02 3362.609 0.1 0.5 0.1 10 0.4 6 3323 97 3336 246 3346 57 114.106155561336
59.913 3363.154 0.1 0.5 0.1 10 0.45 6 3323 96 3336 214 3346 62 114.143515882263
59.51 3363.443 0.1 0.5 0.1 10 0.5 6 3323 103 3336 222 3346 47 113.946814835295
60.116 3363.489 0.1 0.5 0.1 10 0.55 6 3323 92 3336 224 3346 56 113.951081298973
59.158 3363.889 0.1 0.5 0.1 10 0.6 6 3323 101 3336 207 3346 53 113.887462886646
58.832 3363.645 0.1 0.5 0.1 10 0.65 6 3323 85 3336 210 3346 61 113.972941438389
60.913 3362.056 0.1 0.5 0.1 10 0.7 6 3323 95 3336 244 3346 62 113.527320115355
59.924 3363.663 0.1 0.5 0.1 10 0.75 6 3323 101 3336 218 3346 55 113.637205552187
59.808 3364.308 0.1 0.5 0.1 10 0.8 6 3323 91 3336 205 3346 65 113.614155895111
60.047 3364.697 0.1 0.5 0.1 10 0.85 6 3323 92 3336 203 3346 66 113.549968305994
60.817 3362.656 0.1 0.5 0.1 10 0.9 6 3323 85 3336 235 3346 67 113.642401275044
61.123 3364.736 0.1 0.5 0.1 10 0.95 6 3323 114 3336 191 3346 54 113.505170635021

AntDir = Unidirectional
59.212 3363.557 0.1 0.5 0.1 10 0 6 3323 84 3336 228 3346 60 114.513363015245
58.612 3362.848 0.1 0.5 0.1 10 0.05 6 3323 99 3336 236 3346 58 114.020896646242
59.718 3362.673 0.1 0.5 0.1 10 0.1 6 3323 90 3336 237 3346 56 114.09702689465
59.034 3363.323 0.1 0.5 0.1 10 0.15 6 3323 95 3336 235 3346 53 113.747974851811
59.381 3363.035 0.1 0.5 0.1 10 0.2 6 3323 93 3336 221 3346 61 113.777041771202
60.58 3362.394 0.1 0.5 0.1 10 0.25 6 3323 111 3336 223 3346 58 113.920173585704
59.565 3363.87 0.1 0.5 0.1 10 0.3 6 3323 93 3336 232 3346 52 114.088806097191
60.697 3363.372 0.1 0.5 0.1 10 0.35 6 3323 94 3336 217 3346 52 113.856075081555
58.963 3364.103 0.1 0.5 0.1 10 0.4 6 3323 92 3336 215 3346 62 113.579640404015
59.836 3362.949 0.1 0.5 0.1 10 0.45 6 3323 98 3336 234 3346 58 113.739458989908
59.93 3364.809 0.1 0.5 0.1 10 0.5 6 3323 93 3336 199 3346 51 113.888165578661
60.688 3363.88 0.1 0.5 0.1 10 0.55 6 3323 83 3336 219 3346 67 113.572950061797
60.145 3364.258 0.1 0.5 0.1 10 0.6 6 3323 83 3336 205 3346 55 113.341025465885
61.922 3364.383 0.1 0.5 0.1 10 0.65 6 3323 110 3336 196 3346 46 113.433274998182
60.777 3363.942 0.1 0.5 0.1 10 0.7 6 3323 95 3336 198 3346 70 113.271793074575
59.95 3363.145 0.1 0.5 0.1 10 0.75 6 3323 92 3336 214 3346 67 113.161025594853
61.929 3364.807 0.1 0.5 0.1 10 0.8 6 3323 89 3336 211 3346 54 113.064649982085
62.375 3363.935 0.1 0.5 0.1 10 0.85 6 3323 99 3336 201 3346 65 112.944229987533
60.811 3365.321 0.1 0.5 0.1 10 0.9 6 3323 94 3336 187 3346 64 112.766196186652
62.177 3365.828 0.1 0.5 0.1 10 0.95 6 3323 108 3336 181 3346 53 112.445680680377


AntType = Sqrt
AntDir = Bidirectional
58.984 3363.713 0.1 0.5 0.1 10 0 6 3323 103 3336 198 3346 54 114.10385542273
59.146 3366.044 0.1 0.5 0.1 10 0.05 6 3323 82 3336 202 3346 34 114.043599017642
59.605 3363.852 0.1 0.5 0.1 10 0.1 6 3323 82 3336 221 3346 61 114.013885756104
58.624 3363.742 0.1 0.5 0.1 10 0.15 6 3323 89 3336 215 3346 61 113.854778571347
58.874 3363.658 0.1 0.5 0.1 10 0.2 6 3323 100 3336 201 3346 56 114.005421544287
59.254 3363.424 0.1 0.5 0.1 10 0.25 6 3323 93 3336 216 3346 56 113.656994193324
59.483 3362.214 0.1 0.5 0.1 10 0.3 6 3323 96 3336 230 3346 70 114.035055668474
59.071 3362.525 0.1 0.5 0.1 10 0.35 6 3323 91 3336 235 3346 66 113.760802057925
59.758 3364.077 0.1 0.5 0.1 10 0.4 6 3323 79 3336 207 3346 62 113.371314623416
59.136 3363.919 0.1 0.5 0.1 10 0.45 6 3323 96 3336 212 3346 56 113.544523273315
60.092 3363.541 0.1 0.5 0.1 10 0.5 6 3323 75 3336 233 3346 70 113.508333577996
60.008 3363.962 0.1 0.5 0.1 10 0.55 6 3323 91 3336 212 3346 54 113.454106901691
60.646 3364.298 0.1 0.5 0.1 10 0.6 6 3323 95 3336 213 3346 51 113.412904161203
60.851 3362.63 0.1 0.5 0.1 10 0.65 6 3323 96 3336 213 3346 67 113.236576654592
61.206 3362.734 0.1 0.5 0.1 10 0.7 6 3323 93 3336 228 3346 64 113.233179382832
60.461 3363.604 0.1 0.5 0.1 10 0.75 6 3323 91 3336 228 3346 59 112.842221179457
61.095 3362.648 0.1 0.5 0.1 10 0.8 6 3323 91 3336 231 3346 57 112.763743579387
59.86 3365.391 0.1 0.5 0.1 10 0.85 6 3323 93 3336 219 3346 39 112.524060435658
62.319 3364.438 0.1 0.5 0.1 10 0.9 6 3323 84 3336 215 3346 65 112.487529136587
62.397 3364.891 0.1 0.5 0.1 10 0.95 6 3323 84 3336 230 3346 53 112.192654458194

AntDir = Unidirectional
58.697 3364.397 0.1 0.5 0.1 10 0 6 3323 66 3336 230 3346 57 113.855865204499
59.378 3364.416 0.1 0.5 0.1 10 0.05 6 3323 86 3336 216 3346 59 113.931234009409
59.096 3363.943 0.1 0.5 0.1 10 0.1 6 3323 85 3336 224 3346 61 114.093384343005
60.677 3361.608 0.1 0.5 0.1 10 0.15 6 3323 106 3336 226 3346 60 114.047502652925
59.801 3363.83 0.1 0.5 0.1 10 0.2 6 3323 85 3336 231 3346 56 113.692330927919
59.564 3364.265 0.1 0.5 0.1 10 0.25 6 3323 90 3336 217 3346 46 113.296403452111
60.422 3363.824 0.1 0.5 0.1 10 0.3 6 3323 102 3336 207 3346 52 113.438636132996
60.532 3364.83 0.1 0.5 0.1 10 0.35 6 3323 86 3336 207 3346 60 113.418116529876
60.038 3364.866 0.1 0.5 0.1 10 0.4 6 3323 86 3336 189 3346 70 112.690380835847
62.19 3363.489 0.1 0.5 0.1 10 0.45 6 3323 93 3336 214 3346 42 113.038543969044
62.107 3363.367 0.1 0.5 0.1 10 0.5 6 3323 96 3336 210 3346 60 113.066914254771
60.698 3364.768 0.1 0.5 0.1 10 0.55 6 3323 101 3336 197 3346 64 112.440196503845
61.504 3364.752 0.1 0.5 0.1 10 0.6 6 3323 90 3336 201 3346 58 112.386837422346
62.348 3364.264 0.1 0.5 0.1 10 0.65 6 3323 92 3336 200 3346 55 112.136140660007
62.55 3364.816 0.1 0.5 0.1 10 0.7 6 3323 78 3336 202 3346 61 111.889466604324
63.483 3365.533 0.1 0.5 0.1 10 0.75 6 3323 101 3336 194 3346 55 111.661841935337
64.549 3364.806 0.1 0.5 0.1 10 0.8 6 3323 93 3336 203 3346 59 111.660105352
65.71 3366.374 0.1 0.5 0.1 10 0.85 6 3323 82 3336 202 3346 51 111.385384839469
65.528 3365.789 0.1 0.5 0.1 10 0.9 6 3323 100 3336 165 3346 62 110.760342777689
67.138 3365.838 0.1 0.5 0.1 10 0.95 6 3323 95 3336 165 3346 74 110.521397693134


AntType = Tanh
AntDir = Bidirectional
58.299 3362.918 0.1 0.5 0.1 10 0 6 3323 96 3336 213 3346 60 114.085228361105
59.294 3364.135 0.1 0.5 0.1 10 0.05 6 3323 77 3336 235 3346 60 114.178553869088
59.212 3363.461 0.1 0.5 0.1 10 0.1 6 3323 94 3336 219 3346 60 114.026379630928
59.771 3362.628 0.1 0.5 0.1 10 0.15 6 3323 91 3336 230 3346 56 113.862804104819
59.381 3363.114 0.1 0.5 0.1 10 0.2 6 3323 104 3336 220 3346 57 113.725445595103
59.183 3362.927 0.1 0.5 0.1 10 0.25 6 3323 87 3336 234 3346 56 113.756589300378
59.167 3362.261 0.1 0.5 0.1 10 0.3 6 3323 102 3336 223 3346 68 113.836776534081
58.688 3364.845 0.1 0.5 0.1 10 0.35 6 3323 70 3336 220 3346 68 113.696035764172
60.437 3363.749 0.1 0.5 0.1 10 0.4 6 3323 94 3336 224 3346 59 113.421859536488
59.751 3362.806 0.1 0.5 0.1 10 0.45 6 3323 93 3336 227 3346 68 113.31132915366
61.303 3361.893 0.1 0.5 0.1 10 0.5 6 3323 101 3336 236 3346 65 113.317610504746
60.465 3364.153 0.1 0.5 0.1 10 0.55 6 3323 101 3336 230 3346 52 113.355905584577
60.727 3362.212 0.1 0.5 0.1 10 0.6 6 3323 90 3336 236 3346 69 113.152304599917
60.953 3362.966 0.1 0.5 0.1 10 0.65 6 3323 86 3336 228 3346 59 112.983994324111
60.227 3364.36 0.1 0.5 0.1 10 0.7 6 3323 89 3336 213 3346 51 112.999439452861
60.679 3363.207 0.1 0.5 0.1 10 0.75 6 3323 96 3336 206 3346 71 112.58905030439
61.217 3363.631 0.1 0.5 0.1 10 0.8 6 3323 107 3336 209 3346 53 112.515818306748
62.404 3363.713 0.1 0.5 0.1 10 0.85 6 3323 120 3336 184 3346 55 112.470542882159
61.146 3363.852 0.1 0.5 0.1 10 0.9 6 3323 93 3336 226 3346 64 111.832051843592
61.922 3364.819 0.1 0.5 0.1 10 0.95 6 3323 86 3336 215 3346 60 111.617028750965

AntDir = Unidirectional
59.012 3364.219 0.1 0.5 0.1 10 0 6 3323 86 3336 226 3346 62 113.994390809882
59.482 3364.183 0.1 0.5 0.1 10 0.05 6 3323 90 3336 207 3346 62 113.873373969512
59.846 3362.522 0.1 0.5 0.1 10 0.1 6 3323 100 3336 218 3346 62 113.957248485177
59.518 3363.328 0.1 0.5 0.1 10 0.15 6 3323 90 3336 213 3346 72 113.85707778739
59.689 3363.446 0.1 0.5 0.1 10 0.2 6 3323 89 3336 225 3346 47 113.535081616905
59.931 3362.709 0.1 0.5 0.1 10 0.25 6 3323 86 3336 225 3346 58 113.673901469412
60.934 3364.317 0.1 0.5 0.1 10 0.3 6 3323 84 3336 217 3346 55 113.502491514916
59.822 3364.314 0.1 0.5 0.1 10 0.35 6 3323 91 3336 222 3346 49 113.171834575387
61.429 3362.195 0.1 0.5 0.1 10 0.4 6 3323 107 3336 220 3346 54 113.242819870851
60.869 3363.148 0.1 0.5 0.1 10 0.45 6 3323 97 3336 228 3346 45 112.827512532141
62.096 3363.935 0.1 0.5 0.1 10 0.5 6 3323 102 3336 224 3346 58 112.740188652354
61.701 3364.308 0.1 0.5 0.1 10 0.55 6 3323 89 3336 196 3346 69 112.351532788617
61.366 3365.668 0.1 0.5 0.1 10 0.6 6 3323 85 3336 207 3346 48 112.052981637338
62.736 3363.987 0.1 0.5 0.1 10 0.65 6 3323 85 3336 232 3346 50 111.947819300564
62.459 3363.709 0.1 0.5 0.1 10 0.7 6 3323 98 3336 228 3346 60 111.599528614174
64.01 3365.03 0.1 0.5 0.1 10 0.75 6 3323 89 3336 191 3346 56 111.442632528699
64.311 3365.15 0.1 0.5 0.1 10 0.8 6 3323 85 3336 212 3346 52 111.122003835924
65.115 3365.09 0.1 0.5 0.1 10 0.85 6 3323 104 3336 198 3346 55 110.593036294327
65.847 3366.166 0.1 0.5 0.1 10 0.9 6 3323 74 3336 187 3346 56 110.297625130644
67.07 3367.311 0.1 0.5 0.1 10 0.95 6 3323 81 3336 178 3346 48 109.580388375986


AntType = 1 on Sqrt X
AntDir = Bidirectional
59.859 3363.13 0.1 0.5 0.1 10 0 6 3323 99 3336 225 3346 57 114.035001241981
59.897 3362.738 0.1 0.5 0.1 10 0.05 6 3323 92 3336 245 3346 47 114.226151673907
60.882 3363.554 0.1 0.5 0.1 10 0.1 6 3323 97 3336 235 3346 53 113.991752223743
59.753 3363.42 0.1 0.5 0.1 10 0.15 6 3323 79 3336 238 3346 44 113.751015740623
60.606 3363.971 0.1 0.5 0.1 10 0.2 6 3323 87 3336 219 3346 46 113.903386439849
60.087 3363.462 0.1 0.5 0.1 10 0.25 6 3323 100 3336 218 3346 50 113.724247386517
60.216 3363.316 0.1 0.5 0.1 10 0.3 6 3323 92 3336 230 3346 55 113.464745000057
60.363 3364.148 0.1 0.5 0.1 10 0.35 6 3323 95 3336 194 3346 58 113.532544414456
59.832 3363.644 0.1 0.5 0.1 10 0.4 6 3323 87 3336 230 3346 55 113.248177181039
60.583 3364.076 0.1 0.5 0.1 10 0.45 6 3323 97 3336 215 3346 50 113.25645132586
60.716 3365.555 0.1 0.5 0.1 10 0.5 6 3323 101 3336 203 3346 52 113.219516639535
60.067 3363.84 0.1 0.5 0.1 10 0.55 6 3323 88 3336 221 3346 66 113.140821687008
60.003 3363.71 0.1 0.5 0.1 10 0.6 6 3323 78 3336 219 3346 53 112.852126933649
60.947 3362.958 0.1 0.5 0.1 10 0.65 6 3323 98 3336 233 3346 57 113.030422617508
60.812 3363.674 0.1 0.5 0.1 10 0.7 6 3323 98 3336 230 3346 47 112.986211688543
61.518 3364.54 0.1 0.5 0.1 10 0.75 6 3323 84 3336 234 3346 47 112.831254989639
60.523 3364.308 0.1 0.5 0.1 10 0.8 6 3323 86 3336 213 3346 60 112.763166222738
61.521 3362.817 0.1 0.5 0.1 10 0.85 6 3323 110 3336 227 3346 60 112.578724501739
61.206 3362.53 0.1 0.5 0.1 10 0.9 6 3323 99 3336 233 3346 61 112.424248264171
62.149 3363.405 0.1 0.5 0.1 10 0.95 6 3323 94 3336 231 3346 52 112.755262667128

AntDir = Unidirectional
59.022 3363.455 0.1 0.5 0.1 10 0 6 3323 90 3336 220 3346 69 114.029868883706
59.063 3364.608 0.1 0.5 0.1 10 0.05 6 3323 70 3336 231 3346 63 113.961668153677
59.786 3363.893 0.1 0.5 0.1 10 0.1 6 3323 96 3336 201 3346 59 113.677792866163
59.846 3363.086 0.1 0.5 0.1 10 0.15 6 3323 90 3336 220 3346 62 113.501869631929
60.742 3363.665 0.1 0.5 0.1 10 0.2 6 3323 91 3336 235 3346 49 113.324926839304
60.655 3363.888 0.1 0.5 0.1 10 0.25 6 3323 96 3336 213 3346 51 112.904090371248
61.493 3362.674 0.1 0.5 0.1 10 0.3 6 3323 97 3336 245 3346 52 113.056976668502
60.96 3364.34 0.1 0.5 0.1 10 0.35 6 3323 96 3336 215 3346 52 112.56553104007
61.143 3364.105 0.1 0.5 0.1 10 0.4 6 3323 93 3336 211 3346 59 112.443533685788
62.426 3363.107 0.1 0.5 0.1 10 0.45 6 3323 107 3336 209 3346 51 112.522437601655
62.313 3364.43 0.1 0.5 0.1 10 0.5 6 3323 92 3336 191 3346 64 112.243677136592
62.809 3362.941 0.1 0.5 0.1 10 0.55 6 3323 95 3336 210 3346 69 112.270575048376
61.765 3363.2 0.1 0.5 0.1 10 0.6 6 3323 98 3336 211 3346 48 111.679401117383
63.156 3364.576 0.1 0.5 0.1 10 0.65 6 3323 78 3336 210 3346 65 111.830200911823
62.68 3364.097 0.1 0.5 0.1 10 0.7 6 3323 101 3336 196 3346 65 111.757105526085
64.062 3362.997 0.1 0.5 0.1 10 0.75 6 3323 100 3336 217 3346 57 111.567234802273
63.663 3364.169 0.1 0.5 0.1 10 0.8 6 3323 107 3336 190 3346 68 111.442994856932
63.311 3363.38 0.1 0.5 0.1 10 0.85 6 3323 106 3336 210 3346 49 111.239922353923
63.716 3364.834 0.1 0.5 0.1 10 0.9 6 3323 97 3336 193 3346 61 111.156139360178
63.377 3364.319 0.1 0.5 0.1 10 0.95 6 3323 87 3336 206 3346 65 111.220560524648


AntType = 1 on X
AntDir = Bidirectional
58.992 3363.034 0.1 0.5 0.1 10 0 6 3323 90 3336 237 3346 49 113.947653625891
59.651 3362.838 0.1 0.5 0.1 10 0.05 6 3323 87 3336 229 3346 62 114.005864133477
59.159 3362.799 0.1 0.5 0.1 10 0.1 6 3323 108 3336 227 3346 36 113.690945017917
59.675 3362.966 0.1 0.5 0.1 10 0.15 6 3323 86 3336 229 3346 62 113.481980279934
59.848 3364.173 0.1 0.5 0.1 10 0.2 6 3323 84 3336 228 3346 62 113.432736107576
59.448 3366.171 0.1 0.5 0.1 10 0.25 6 3323 63 3336 203 3346 45 113.027518740384
61.059 3362.315 0.1 0.5 0.1 10 0.3 6 3323 81 3336 263 3346 49 113.306264363797
59.261 3362.276 0.1 0.5 0.1 10 0.35 6 3323 93 3336 242 3346 57 112.827181796817
61.172 3363.161 0.1 0.5 0.1 10 0.4 6 3323 101 3336 233 3346 57 112.90904159759
61.678 3363.086 0.1 0.5 0.1 10 0.45 6 3323 92 3336 235 3346 60 112.838516198559
60.31 3364.169 0.1 0.5 0.1 10 0.5 6 3323 86 3336 211 3346 66 112.636632159376
60.957 3363.84 0.1 0.5 0.1 10 0.55 6 3323 93 3336 202 3346 72 112.582339578711
61.615 3362.984 0.1 0.5 0.1 10 0.6 6 3323 104 3336 232 3346 57 112.35114710831
60.983 3363.306 0.1 0.5 0.1 10 0.65 6 3323 93 3336 223 3346 53 112.284092027564
61.146 3364.259 0.1 0.5 0.1 10 0.7 6 3323 84 3336 229 3346 63 112.396562738508
61.24 3364.498 0.1 0.5 0.1 10 0.75 6 3323 94 3336 202 3346 62 112.187966856277
61.657 3365.388 0.1 0.5 0.1 10 0.8 6 3323 90 3336 205 3346 47 112.25246091454
61.399 3364.233 0.1 0.5 0.1 10 0.85 6 3323 87 3336 238 3346 48 111.922511832961
60.667 3364.235 0.1 0.5 0.1 10 0.9 6 3323 94 3336 214 3346 61 111.950525448789
62.742 3364.182 0.1 0.5 0.1 10 0.95 6 3323 87 3336 242 3346 48 111.814497238201

AntDir = Unidirectional
59.002 3363.261 0.1 0.5 0.1 10 0 6 3323 82 3336 222 3346 68 113.998417483569
60.363 3363.927 0.1 0.5 0.1 10 0.05 6 3323 97 3336 217 3346 61 113.737574606008
59.667 3363.751 0.1 0.5 0.1 10 0.1 6 3323 95 3336 223 3346 53 113.101722159394
60.227 3362.437 0.1 0.5 0.1 10 0.15 6 3323 106 3336 226 3346 51 112.826544718752
60.971 3362.734 0.1 0.5 0.1 10 0.2 6 3323 103 3336 220 3346 53 112.736044595718
61.508 3362.356 0.1 0.5 0.1 10 0.25 6 3323 90 3336 234 3346 72 112.161127604853
60.311 3364.736 0.1 0.5 0.1 10 0.3 6 3323 79 3336 221 3346 51 112.155783900562
