BatchFile test, number of cities :=14
AS Algorithm  - AntType = Sqrt - AntDir = Bidirectional - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
53.557 3360.096 0.1 0.5 0.1 10 0 3323 101 3336 258 3346 64 116.334101997084
53.916 3359.746 0.1 0.5 0.1 10 0.05 3323 108 3336 263 3346 54 116.23277116468
53.263 3360.825 0.1 0.5 0.1 10 0.1 3323 96 3336 249 3346 62 116.15287247948
53.072 3361.094 0.1 0.5 0.1 10 0.15 3323 79 3336 269 3346 58 116.120767546376
53.794 3361.243 0.1 0.5 0.1 10 0.2 3323 94 3336 246 3346 58 116.123433911812
53.557 3359.77 0.1 0.5 0.1 10 0.25 3323 105 3336 275 3346 57 115.995638810769
54.923 3359.032 0.1 0.5 0.1 10 0.3 3323 109 3336 267 3346 57 115.920461717354
53.675 3359.331 0.1 0.5 0.1 10 0.35 3323 103 3336 280 3346 55 115.939440991848
53.937 3359.759 0.1 0.5 0.1 10 0.4 3323 90 3336 295 3346 49 116.121594189616
53.642 3359.291 0.1 0.5 0.1 10 0.45 3323 108 3336 251 3346 64 115.847309310444
55.242 3362.023 0.1 0.5 0.1 10 0.5 3323 106 3336 239 3346 51 115.978930700545
53.992 3362.122 0.1 0.5 0.1 10 0.55 3323 84 3336 243 3346 67 115.676219075243
53.956 3361.44 0.1 0.5 0.1 10 0.6 3323 88 3336 257 3346 51 115.509551876919
54.373 3360.847 0.1 0.5 0.1 10 0.65 3323 97 3336 252 3346 66 115.587968447263
55.046 3361.133 0.1 0.5 0.1 10 0.7 3323 98 3336 259 3346 55 115.753914880625
55.046 3361.014 0.1 0.5 0.1 10 0.75 3323 91 3336 274 3346 58 115.239631268838
54.708 3361.946 0.1 0.5 0.1 10 0.8 3323 89 3336 249 3346 59 115.426586500437
55.692 3359.927 0.1 0.5 0.1 10 0.85 3323 113 3336 247 3346 66 115.560113129029
56.708 3360.521 0.1 0.5 0.1 10 0.9 3323 91 3336 277 3346 66 115.207642954934
56.186 3362.03 0.1 0.5 0.1 10 0.95 3323 98 3336 243 3346 60 114.811303217309
