BatchFile test, number of cities :=14
AS Algorithm  - AntType = Tanh - AntDir = Bidirectional - format:
avgGen avgdist DP AP IP NA AF Path1D Path1C Path2D Path2C Path3D Path3C ANTMEET
53.557 3360.096 0.1 0.5 0.1 10 0 3323 101 3336 258 3346 64 116.334101997084
52.444 3360.264 0.1 0.5 0.1 10 0.05 3323 89 3336 273 3346 53 116.319949276803
53.385 3359.545 0.1 0.5 0.1 10 0.1 3323 104 3336 265 3346 59 116.150505012838
53.841 3360.874 0.1 0.5 0.1 10 0.15 3323 94 3336 257 3346 59 116.280085362826
54.167 3360.292 0.1 0.5 0.1 10 0.2 3323 100 3336 270 3346 58 116.056149797193
53.566 3361.419 0.1 0.5 0.1 10 0.25 3323 100 3336 248 3346 57 116.216955200828
53.542 3360.025 0.1 0.5 0.1 10 0.3 3323 93 3336 284 3346 54 115.791851138991
53.011 3360.099 0.1 0.5 0.1 10 0.35 3323 106 3336 276 3346 60 115.768604455936
53.364 3360.992 0.1 0.5 0.1 10 0.4 3323 105 3336 244 3346 52 115.856532632681
53.652 3359.787 0.1 0.5 0.1 10 0.45 3323 107 3336 258 3346 59 115.542682490676
54.597 3360.979 0.1 0.5 0.1 10 0.5 3323 101 3336 273 3346 64 115.716860107405
54.796 3359.738 0.1 0.5 0.1 10 0.55 3323 111 3336 268 3346 62 115.508944754013
54.508 3360.875 0.1 0.5 0.1 10 0.6 3323 108 3336 256 3346 55 115.598043077767
53.851 3361.491 0.1 0.5 0.1 10 0.65 3323 106 3336 248 3346 47 115.367453925424
55.272 3360.15 0.1 0.5 0.1 10 0.7 3323 100 3336 263 3346 64 115.463510224192
55.606 3361.36 0.1 0.5 0.1 10 0.75 3323 104 3336 262 3346 41 115.309842985043
54.816 3361.899 0.1 0.5 0.1 10 0.8 3323 84 3336 254 3346 64 115.038514914012
56.218 3361.572 0.1 0.5 0.1 10 0.85 3323 101 3336 258 3346 58 114.922205508148
56.422 3361.464 0.1 0.5 0.1 10 0.9 3323 101 3336 252 3346 67 114.705614521834
56.455 3362.029 0.1 0.5 0.1 10 0.95 3323 101 3336 242 3346 49 114.459507314467
